municipio,trimestre,Ocupação no trabalho,quantidade de ocupação no trabalho
Alagoas,2º trimestre 2015,Indústria de transformação,65.0
Alagoas,2º trimestre 2015,Construção,91.0
Alagoas,2º trimestre 2015,"Comércio, reparação de veículos automotores e motocicletas",234.0
Alagoas,2º trimestre 2015,"Transporte, armazenagem e correio",46.0
Alagoas,2º trimestre 2015,Alojamento e alimentação,49.0
Alagoas,2º trimestre 2015,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",81.0
Alagoas,2º trimestre 2015,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",221.0
Alagoas,2º trimestre 2015,Outros serviços,48.0
Alagoas,2º trimestre 2015,Serviços domésticos,60.0
Alagoas,2º trimestre 2015,Atividades mal definidas,0.0
Alagoas,3º trimestre 2015,"Agricultura, pecuária, produção florestal, pesca e aquicultura",193.0
Alagoas,3º trimestre 2015,Indústria geral,86.0
Alagoas,3º trimestre 2015,Indústria de transformação,73.0
Alagoas,3º trimestre 2015,Construção,77.0
Alagoas,3º trimestre 2015,"Comércio, reparação de veículos automotores e motocicletas",240.0
Alagoas,3º trimestre 2015,"Transporte, armazenagem e correio",46.0
Alagoas,3º trimestre 2015,Alojamento e alimentação,50.0
Alagoas,3º trimestre 2015,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",89.0
Alagoas,3º trimestre 2015,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",224.0
Alagoas,3º trimestre 2015,Outros serviços,41.0
Alagoas,3º trimestre 2015,Serviços domésticos,69.0
Alagoas,3º trimestre 2015,Atividades mal definidas,0.0
Alagoas,4º trimestre 2015,"Agricultura, pecuária, produção florestal, pesca e aquicultura",173.0
Alagoas,4º trimestre 2015,Indústria geral,82.0
Alagoas,4º trimestre 2015,Indústria de transformação,70.0
Alagoas,4º trimestre 2015,Construção,102.0
Alagoas,4º trimestre 2015,"Comércio, reparação de veículos automotores e motocicletas",235.0
Alagoas,4º trimestre 2015,"Transporte, armazenagem e correio",48.0
Alagoas,4º trimestre 2015,Alojamento e alimentação,57.0
Alagoas,4º trimestre 2015,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",66.0
Alagoas,4º trimestre 2015,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",228.0
Alagoas,4º trimestre 2015,Outros serviços,44.0
Alagoas,4º trimestre 2015,Serviços domésticos,83.0
Alagoas,4º trimestre 2015,Atividades mal definidas,0.0
Alagoas,1º trimestre 2016,"Agricultura, pecuária, produção florestal, pesca e aquicultura",174.0
Alagoas,1º trimestre 2016,Indústria geral,83.0
Alagoas,1º trimestre 2016,Indústria de transformação,73.0
Alagoas,1º trimestre 2016,Construção,99.0
Alagoas,1º trimestre 2016,"Comércio, reparação de veículos automotores e motocicletas",230.0
Alagoas,1º trimestre 2016,"Transporte, armazenagem e correio",52.0
Alagoas,1º trimestre 2016,Alojamento e alimentação,52.0
Alagoas,1º trimestre 2016,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",71.0
Alagoas,1º trimestre 2016,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",223.0
Alagoas,1º trimestre 2016,Outros serviços,39.0
Alagoas,1º trimestre 2016,Serviços domésticos,80.0
Alagoas,1º trimestre 2016,Atividades mal definidas,0.0
Alagoas,2º trimestre 2016,"Agricultura, pecuária, produção florestal, pesca e aquicultura",195.0
Alagoas,2º trimestre 2016,Indústria geral,71.0
Alagoas,2º trimestre 2016,Indústria de transformação,55.0
Alagoas,2º trimestre 2016,Construção,93.0
Alagoas,2º trimestre 2016,"Comércio, reparação de veículos automotores e motocicletas",226.0
Alagoas,2º trimestre 2016,"Transporte, armazenagem e correio",49.0
Alagoas,2º trimestre 2016,Alojamento e alimentação,54.0
Alagoas,2º trimestre 2016,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",75.0
Alagoas,2º trimestre 2016,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",220.0
Alagoas,2º trimestre 2016,Outros serviços,39.0
Alagoas,2º trimestre 2016,Serviços domésticos,80.0
Alagoas,2º trimestre 2016,Atividades mal definidas,0.0
Alagoas,3º trimestre 2016,"Agricultura, pecuária, produção florestal, pesca e aquicultura",176.0
Alagoas,3º trimestre 2016,Indústria geral,73.0
Alagoas,3º trimestre 2016,Indústria de transformação,61.0
Alagoas,3º trimestre 2016,Construção,77.0
Alagoas,3º trimestre 2016,"Comércio, reparação de veículos automotores e motocicletas",234.0
Alagoas,3º trimestre 2016,"Transporte, armazenagem e correio",49.0
Alagoas,3º trimestre 2016,Alojamento e alimentação,58.0
Alagoas,3º trimestre 2016,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",71.0
Alagoas,3º trimestre 2016,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",233.0
Alagoas,3º trimestre 2016,Outros serviços,34.0
Alagoas,3º trimestre 2016,Serviços domésticos,75.0
Alagoas,3º trimestre 2016,Atividades mal definidas,0.0
Alagoas,4º trimestre 2016,"Agricultura, pecuária, produção florestal, pesca e aquicultura",150.0
Alagoas,4º trimestre 2016,Indústria geral,78.0
Alagoas,4º trimestre 2016,Indústria de transformação,66.0
Alagoas,4º trimestre 2016,Construção,88.0
Alagoas,4º trimestre 2016,"Comércio, reparação de veículos automotores e motocicletas",235.0
Alagoas,4º trimestre 2016,"Transporte, armazenagem e correio",45.0
Alagoas,4º trimestre 2016,Alojamento e alimentação,49.0
Alagoas,4º trimestre 2016,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",67.0
Alagoas,4º trimestre 2016,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",228.0
Alagoas,4º trimestre 2016,Outros serviços,40.0
Alagoas,4º trimestre 2016,Serviços domésticos,80.0
Alagoas,4º trimestre 2016,Atividades mal definidas,0.0
Alagoas,1º trimestre 2017,"Agricultura, pecuária, produção florestal, pesca e aquicultura",126.0
Alagoas,1º trimestre 2017,Indústria geral,70.0
Alagoas,1º trimestre 2017,Indústria de transformação,55.0
Alagoas,1º trimestre 2017,Construção,80.0
Alagoas,1º trimestre 2017,"Comércio, reparação de veículos automotores e motocicletas",237.0
Alagoas,1º trimestre 2017,"Transporte, armazenagem e correio",48.0
Alagoas,1º trimestre 2017,Alojamento e alimentação,55.0
Alagoas,1º trimestre 2017,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",66.0
Alagoas,1º trimestre 2017,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",219.0
Alagoas,1º trimestre 2017,Outros serviços,39.0
Alagoas,1º trimestre 2017,Serviços domésticos,68.0
Alagoas,1º trimestre 2017,Atividades mal definidas,0.0
Alagoas,2º trimestre 2017,"Agricultura, pecuária, produção florestal, pesca e aquicultura",145.0
Alagoas,2º trimestre 2017,Indústria geral,69.0
Alagoas,2º trimestre 2017,Indústria de transformação,56.0
Alagoas,2º trimestre 2017,Construção,81.0
Alagoas,2º trimestre 2017,"Comércio, reparação de veículos automotores e motocicletas",226.0
Alagoas,2º trimestre 2017,"Transporte, armazenagem e correio",47.0
Alagoas,2º trimestre 2017,Alojamento e alimentação,55.0
Alagoas,2º trimestre 2017,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",66.0
Alagoas,2º trimestre 2017,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",215.0
Alagoas,2º trimestre 2017,Outros serviços,37.0
Alagoas,2º trimestre 2017,Serviços domésticos,71.0
Alagoas,2º trimestre 2017,Atividades mal definidas,0.0
Alagoas,3º trimestre 2017,"Agricultura, pecuária, produção florestal, pesca e aquicultura",160.0
Alagoas,3º trimestre 2017,Indústria geral,59.0
Alagoas,3º trimestre 2017,Indústria de transformação,49.0
Alagoas,3º trimestre 2017,Construção,79.0
Alagoas,3º trimestre 2017,"Comércio, reparação de veículos automotores e motocicletas",225.0
Alagoas,3º trimestre 2017,"Transporte, armazenagem e correio",51.0
Alagoas,3º trimestre 2017,Alojamento e alimentação,54.0
Alagoas,3º trimestre 2017,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",61.0
Alagoas,3º trimestre 2017,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",223.0
Alagoas,3º trimestre 2017,Outros serviços,42.0
Alagoas,3º trimestre 2017,Serviços domésticos,77.0
Alagoas,3º trimestre 2017,Atividades mal definidas,0.0
Alagoas,4º trimestre 2017,"Agricultura, pecuária, produção florestal, pesca e aquicultura",127.0
Alagoas,4º trimestre 2017,Indústria geral,52.0
Alagoas,4º trimestre 2017,Indústria de transformação,42.0
Alagoas,4º trimestre 2017,Construção,80.0
Alagoas,4º trimestre 2017,"Comércio, reparação de veículos automotores e motocicletas",216.0
Alagoas,4º trimestre 2017,"Transporte, armazenagem e correio",45.0
Alagoas,4º trimestre 2017,Alojamento e alimentação,54.0
Alagoas,4º trimestre 2017,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",80.0
Alagoas,4º trimestre 2017,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",220.0
Alagoas,4º trimestre 2017,Outros serviços,39.0
Alagoas,4º trimestre 2017,Serviços domésticos,72.0
Alagoas,4º trimestre 2017,Atividades mal definidas,0.0
Alagoas,1º trimestre 2018,"Agricultura, pecuária, produção florestal, pesca e aquicultura",110.0
Alagoas,1º trimestre 2018,Indústria geral,56.0
Alagoas,1º trimestre 2018,Indústria de transformação,48.0
Alagoas,1º trimestre 2018,Construção,75.0
Alagoas,1º trimestre 2018,"Comércio, reparação de veículos automotores e motocicletas",203.0
Alagoas,1º trimestre 2018,"Transporte, armazenagem e correio",47.0
Alagoas,1º trimestre 2018,Alojamento e alimentação,49.0
Alagoas,1º trimestre 2018,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",77.0
Alagoas,1º trimestre 2018,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",216.0
Alagoas,1º trimestre 2018,Outros serviços,39.0
Alagoas,1º trimestre 2018,Serviços domésticos,66.0
Alagoas,1º trimestre 2018,Atividades mal definidas,0.0
Alagoas,2º trimestre 2018,"Agricultura, pecuária, produção florestal, pesca e aquicultura",104.0
Alagoas,2º trimestre 2018,Indústria geral,54.0
Alagoas,2º trimestre 2018,Indústria de transformação,46.0
Alagoas,2º trimestre 2018,Construção,71.0
Alagoas,2º trimestre 2018,"Comércio, reparação de veículos automotores e motocicletas",199.0
Alagoas,2º trimestre 2018,"Transporte, armazenagem e correio",51.0
Alagoas,2º trimestre 2018,Alojamento e alimentação,53.0
Alagoas,2º trimestre 2018,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",75.0
Alagoas,2º trimestre 2018,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",229.0
Alagoas,2º trimestre 2018,Outros serviços,34.0
Alagoas,2º trimestre 2018,Serviços domésticos,71.0
Alagoas,2º trimestre 2018,Atividades mal definidas,0.0
Alagoas,3º trimestre 2018,"Agricultura, pecuária, produção florestal, pesca e aquicultura",114.0
Alagoas,3º trimestre 2018,Indústria geral,53.0
Alagoas,3º trimestre 2018,Indústria de transformação,45.0
Alagoas,3º trimestre 2018,Construção,78.0
Alagoas,3º trimestre 2018,"Comércio, reparação de veículos automotores e motocicletas",211.0
Alagoas,3º trimestre 2018,"Transporte, armazenagem e correio",53.0
Alagoas,3º trimestre 2018,Alojamento e alimentação,58.0
Alagoas,3º trimestre 2018,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",71.0
Alagoas,3º trimestre 2018,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",229.0
Alagoas,3º trimestre 2018,Outros serviços,32.0
Alagoas,3º trimestre 2018,Serviços domésticos,78.0
Alagoas,3º trimestre 2018,Atividades mal definidas,0.0
Alagoas,4º trimestre 2018,"Agricultura, pecuária, produção florestal, pesca e aquicultura",114.0
Alagoas,4º trimestre 2018,Indústria geral,60.0
Alagoas,4º trimestre 2018,Indústria de transformação,47.0
Alagoas,4º trimestre 2018,Construção,77.0
Alagoas,4º trimestre 2018,"Comércio, reparação de veículos automotores e motocicletas",215.0
Alagoas,4º trimestre 2018,"Transporte, armazenagem e correio",54.0
Alagoas,4º trimestre 2018,Alojamento e alimentação,57.0
Alagoas,4º trimestre 2018,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",81.0
Alagoas,4º trimestre 2018,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",231.0
Alagoas,4º trimestre 2018,Outros serviços,34.0
Alagoas,4º trimestre 2018,Serviços domésticos,76.0
Alagoas,4º trimestre 2018,Atividades mal definidas,0.0
Alagoas,1º trimestre 2019,"Agricultura, pecuária, produção florestal, pesca e aquicultura",114.0
Alagoas,1º trimestre 2019,Indústria geral,61.0
Alagoas,1º trimestre 2019,Indústria de transformação,50.0
Alagoas,1º trimestre 2019,Construção,80.0
Alagoas,1º trimestre 2019,"Comércio, reparação de veículos automotores e motocicletas",221.0
Alagoas,1º trimestre 2019,"Transporte, armazenagem e correio",54.0
Alagoas,1º trimestre 2019,Alojamento e alimentação,63.0
Alagoas,1º trimestre 2019,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",78.0
Alagoas,1º trimestre 2019,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",224.0
Alagoas,1º trimestre 2019,Outros serviços,38.0
Alagoas,1º trimestre 2019,Serviços domésticos,75.0
Alagoas,1º trimestre 2019,Atividades mal definidas,0.0
Alagoas,2º trimestre 2019,"Agricultura, pecuária, produção florestal, pesca e aquicultura",116.0
Alagoas,2º trimestre 2019,Indústria geral,58.0
Alagoas,2º trimestre 2019,Indústria de transformação,44.0
Alagoas,2º trimestre 2019,Construção,85.0
Alagoas,2º trimestre 2019,"Comércio, reparação de veículos automotores e motocicletas",233.0
Alagoas,2º trimestre 2019,"Transporte, armazenagem e correio",59.0
Alagoas,2º trimestre 2019,Alojamento e alimentação,69.0
Alagoas,2º trimestre 2019,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",86.0
Alagoas,2º trimestre 2019,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",238.0
Alagoas,2º trimestre 2019,Outros serviços,44.0
Alagoas,2º trimestre 2019,Serviços domésticos,73.0
Alagoas,2º trimestre 2019,Atividades mal definidas,0.0
Alagoas,3º trimestre 2019,"Agricultura, pecuária, produção florestal, pesca e aquicultura",121.0
Alagoas,3º trimestre 2019,Indústria geral,61.0
Alagoas,3º trimestre 2019,Indústria de transformação,47.0
Alagoas,3º trimestre 2019,Construção,83.0
Alagoas,3º trimestre 2019,"Comércio, reparação de veículos automotores e motocicletas",234.0
Alagoas,3º trimestre 2019,"Transporte, armazenagem e correio",50.0
Alagoas,3º trimestre 2019,Alojamento e alimentação,67.0
Alagoas,3º trimestre 2019,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",83.0
Alagoas,3º trimestre 2019,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",232.0
Alagoas,3º trimestre 2019,Outros serviços,40.0
Alagoas,3º trimestre 2019,Serviços domésticos,70.0
Alagoas,3º trimestre 2019,Atividades mal definidas,0.0
Alagoas,4º trimestre 2019,"Agricultura, pecuária, produção florestal, pesca e aquicultura",110.0
Alagoas,4º trimestre 2019,Indústria geral,63.0
Alagoas,4º trimestre 2019,Indústria de transformação,46.0
Alagoas,4º trimestre 2019,Construção,80.0
Alagoas,4º trimestre 2019,"Comércio, reparação de veículos automotores e motocicletas",232.0
Alagoas,4º trimestre 2019,"Transporte, armazenagem e correio",51.0
Alagoas,4º trimestre 2019,Alojamento e alimentação,69.0
Alagoas,4º trimestre 2019,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",87.0
Alagoas,4º trimestre 2019,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",227.0
Alagoas,4º trimestre 2019,Outros serviços,42.0
Alagoas,4º trimestre 2019,Serviços domésticos,68.0
Alagoas,4º trimestre 2019,Atividades mal definidas,0.0
Alagoas,1º trimestre 2020,"Agricultura, pecuária, produção florestal, pesca e aquicultura",101.0
Alagoas,1º trimestre 2020,Indústria geral,57.0
Alagoas,1º trimestre 2020,Indústria de transformação,43.0
Alagoas,1º trimestre 2020,Construção,76.0
Alagoas,1º trimestre 2020,"Comércio, reparação de veículos automotores e motocicletas",224.0
Alagoas,1º trimestre 2020,"Transporte, armazenagem e correio",53.0
Alagoas,1º trimestre 2020,Alojamento e alimentação,82.0
Alagoas,1º trimestre 2020,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",89.0
Alagoas,1º trimestre 2020,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",227.0
Alagoas,1º trimestre 2020,Outros serviços,45.0
Alagoas,1º trimestre 2020,Serviços domésticos,65.0
Alagoas,1º trimestre 2020,Atividades mal definidas,0.0
Alagoas,2º trimestre 2020,"Agricultura, pecuária, produção florestal, pesca e aquicultura",109.0
Alagoas,2º trimestre 2020,Indústria geral,53.0
Alagoas,2º trimestre 2020,Indústria de transformação,38.0
Alagoas,2º trimestre 2020,Construção,70.0
Alagoas,2º trimestre 2020,"Comércio, reparação de veículos automotores e motocicletas",203.0
Alagoas,2º trimestre 2020,"Transporte, armazenagem e correio",39.0
Alagoas,2º trimestre 2020,Alojamento e alimentação,53.0
Alagoas,2º trimestre 2020,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",75.0
Alagoas,2º trimestre 2020,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",212.0
Alagoas,2º trimestre 2020,Outros serviços,39.0
Alagoas,2º trimestre 2020,Serviços domésticos,57.0
Alagoas,2º trimestre 2020,Atividades mal definidas,1.0
Alagoas,3º trimestre 2020,"Agricultura, pecuária, produção florestal, pesca e aquicultura",100.0
Alagoas,3º trimestre 2020,Indústria geral,63.0
Alagoas,3º trimestre 2020,Indústria de transformação,45.0
Alagoas,3º trimestre 2020,Construção,76.0
Alagoas,3º trimestre 2020,"Comércio, reparação de veículos automotores e motocicletas",202.0
Alagoas,3º trimestre 2020,"Transporte, armazenagem e correio",37.0
Alagoas,3º trimestre 2020,Alojamento e alimentação,49.0
Alagoas,3º trimestre 2020,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",67.0
Alagoas,3º trimestre 2020,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",206.0
Alagoas,3º trimestre 2020,Outros serviços,43.0
Alagoas,3º trimestre 2020,Serviços domésticos,54.0
Alagoas,3º trimestre 2020,Atividades mal definidas,0.0
Alagoas,4º trimestre 2020,"Agricultura, pecuária, produção florestal, pesca e aquicultura",123.0
Alagoas,4º trimestre 2020,Indústria geral,63.0
Alagoas,4º trimestre 2020,Indústria de transformação,52.0
Alagoas,4º trimestre 2020,Construção,86.0
Alagoas,4º trimestre 2020,"Comércio, reparação de veículos automotores e motocicletas",231.0
Alagoas,4º trimestre 2020,"Transporte, armazenagem e correio",33.0
Alagoas,4º trimestre 2020,Alojamento e alimentação,50.0
Alagoas,4º trimestre 2020,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",77.0
Alagoas,4º trimestre 2020,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",244.0
Alagoas,4º trimestre 2020,Outros serviços,48.0
Alagoas,4º trimestre 2020,Serviços domésticos,59.0
Alagoas,4º trimestre 2020,Atividades mal definidas,0.0
Alagoas,1º trimestre 2021,"Agricultura, pecuária, produção florestal, pesca e aquicultura",109.0
Alagoas,1º trimestre 2021,Indústria geral,69.0
Alagoas,1º trimestre 2021,Indústria de transformação,60.0
Alagoas,1º trimestre 2021,Construção,100.0
Alagoas,1º trimestre 2021,"Comércio, reparação de veículos automotores e motocicletas",253.0
Alagoas,1º trimestre 2021,"Transporte, armazenagem e correio",44.0
Alagoas,1º trimestre 2021,Alojamento e alimentação,47.0
Alagoas,1º trimestre 2021,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",85.0
Alagoas,1º trimestre 2021,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",216.0
Alagoas,1º trimestre 2021,Outros serviços,41.0
Alagoas,1º trimestre 2021,Serviços domésticos,65.0
Alagoas,1º trimestre 2021,Atividades mal definidas,1.0
Alagoas,2º trimestre 2021,"Agricultura, pecuária, produção florestal, pesca e aquicultura",132.0
Alagoas,2º trimestre 2021,Indústria geral,68.0
Alagoas,2º trimestre 2021,Indústria de transformação,57.0
Alagoas,2º trimestre 2021,Construção,101.0
Alagoas,2º trimestre 2021,"Comércio, reparação de veículos automotores e motocicletas",251.0
Alagoas,2º trimestre 2021,"Transporte, armazenagem e correio",40.0
Alagoas,2º trimestre 2021,Alojamento e alimentação,59.0
Alagoas,2º trimestre 2021,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",85.0
Alagoas,2º trimestre 2021,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",223.0
Alagoas,2º trimestre 2021,Outros serviços,40.0
Alagoas,2º trimestre 2021,Serviços domésticos,70.0
Alagoas,2º trimestre 2021,Atividades mal definidas,1.0
Alagoas,3º trimestre 2021,"Agricultura, pecuária, produção florestal, pesca e aquicultura",147.0
Alagoas,3º trimestre 2021,Indústria geral,70.0
Alagoas,3º trimestre 2021,Indústria de transformação,56.0
Alagoas,3º trimestre 2021,Construção,97.0
Alagoas,3º trimestre 2021,"Comércio, reparação de veículos automotores e motocicletas",255.0
Alagoas,3º trimestre 2021,"Transporte, armazenagem e correio",45.0
Alagoas,3º trimestre 2021,Alojamento e alimentação,67.0
Alagoas,3º trimestre 2021,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",93.0
Alagoas,3º trimestre 2021,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",236.0
Alagoas,3º trimestre 2021,Outros serviços,45.0
Alagoas,3º trimestre 2021,Serviços domésticos,70.0
Alagoas,3º trimestre 2021,Atividades mal definidas,0.0
Alagoas,4º trimestre 2021,"Agricultura, pecuária, produção florestal, pesca e aquicultura",148.0
Alagoas,4º trimestre 2021,Indústria geral,78.0
Alagoas,4º trimestre 2021,Indústria de transformação,61.0
Alagoas,4º trimestre 2021,Construção,113.0
Alagoas,4º trimestre 2021,"Comércio, reparação de veículos automotores e motocicletas",274.0
Alagoas,4º trimestre 2021,"Transporte, armazenagem e correio",50.0
Alagoas,4º trimestre 2021,Alojamento e alimentação,72.0
Alagoas,4º trimestre 2021,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",92.0
Alagoas,4º trimestre 2021,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",240.0
Alagoas,4º trimestre 2021,Outros serviços,54.0
Alagoas,4º trimestre 2021,Serviços domésticos,76.0
Alagoas,4º trimestre 2021,Atividades mal definidas,0.0
Alagoas,1º trimestre 2022,"Agricultura, pecuária, produção florestal, pesca e aquicultura",108.0
Alagoas,1º trimestre 2022,Indústria geral,83.0
Alagoas,1º trimestre 2022,Indústria de transformação,68.0
Alagoas,1º trimestre 2022,Construção,105.0
Alagoas,1º trimestre 2022,"Comércio, reparação de veículos automotores e motocicletas",260.0
Alagoas,1º trimestre 2022,"Transporte, armazenagem e correio",50.0
Alagoas,1º trimestre 2022,Alojamento e alimentação,81.0
Alagoas,1º trimestre 2022,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",92.0
Alagoas,1º trimestre 2022,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",235.0
Alagoas,1º trimestre 2022,Outros serviços,57.0
Alagoas,1º trimestre 2022,Serviços domésticos,76.0
Alagoas,1º trimestre 2022,Atividades mal definidas,0.0
Alagoas,2º trimestre 2022,"Agricultura, pecuária, produção florestal, pesca e aquicultura",104.0
Alagoas,2º trimestre 2022,Indústria geral,88.0
Alagoas,2º trimestre 2022,Indústria de transformação,72.0
Alagoas,2º trimestre 2022,Construção,102.0
Alagoas,2º trimestre 2022,"Comércio, reparação de veículos automotores e motocicletas",269.0
Alagoas,2º trimestre 2022,"Transporte, armazenagem e correio",48.0
Alagoas,2º trimestre 2022,Alojamento e alimentação,81.0
Alagoas,2º trimestre 2022,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",104.0
Alagoas,2º trimestre 2022,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",261.0
Alagoas,2º trimestre 2022,Outros serviços,56.0
Alagoas,2º trimestre 2022,Serviços domésticos,79.0
Alagoas,2º trimestre 2022,Atividades mal definidas,0.0
Alagoas,3º trimestre 2022,"Agricultura, pecuária, produção florestal, pesca e aquicultura",119.0
Alagoas,3º trimestre 2022,Indústria geral,86.0
Alagoas,3º trimestre 2022,Indústria de transformação,74.0
Alagoas,3º trimestre 2022,Construção,90.0
Alagoas,3º trimestre 2022,"Comércio, reparação de veículos automotores e motocicletas",273.0
Alagoas,3º trimestre 2022,"Transporte, armazenagem e correio",55.0
Alagoas,3º trimestre 2022,Alojamento e alimentação,83.0
Alagoas,3º trimestre 2022,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",103.0
Alagoas,3º trimestre 2022,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",283.0
Alagoas,3º trimestre 2022,Outros serviços,58.0
Alagoas,3º trimestre 2022,Serviços domésticos,76.0
Alagoas,3º trimestre 2022,Atividades mal definidas,0.0
Alagoas,4º trimestre 2022,"Agricultura, pecuária, produção florestal, pesca e aquicultura",118.0
Alagoas,4º trimestre 2022,Indústria geral,80.0
Alagoas,4º trimestre 2022,Indústria de transformação,65.0
Alagoas,4º trimestre 2022,Construção,98.0
Alagoas,4º trimestre 2022,"Comércio, reparação de veículos automotores e motocicletas",270.0
Alagoas,4º trimestre 2022,"Transporte, armazenagem e correio",60.0
Alagoas,4º trimestre 2022,Alojamento e alimentação,93.0
Alagoas,4º trimestre 2022,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",101.0
Alagoas,4º trimestre 2022,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",293.0
Alagoas,4º trimestre 2022,Outros serviços,64.0
Alagoas,4º trimestre 2022,Serviços domésticos,71.0
Alagoas,4º trimestre 2022,Atividades mal definidas,0.0
Alagoas,1º trimestre 2023,"Agricultura, pecuária, produção florestal, pesca e aquicultura",110.0
Alagoas,1º trimestre 2023,Indústria geral,82.0
Alagoas,1º trimestre 2023,Indústria de transformação,67.0
Alagoas,1º trimestre 2023,Construção,104.0
Alagoas,1º trimestre 2023,"Comércio, reparação de veículos automotores e motocicletas",268.0
Alagoas,1º trimestre 2023,"Transporte, armazenagem e correio",54.0
Alagoas,1º trimestre 2023,Alojamento e alimentação,80.0
Alagoas,1º trimestre 2023,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",103.0
Alagoas,1º trimestre 2023,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",274.0
Alagoas,1º trimestre 2023,Outros serviços,56.0
Alagoas,1º trimestre 2023,Serviços domésticos,67.0
Alagoas,1º trimestre 2023,Atividades mal definidas,0.0
Alagoas,2º trimestre 2023,"Agricultura, pecuária, produção florestal, pesca e aquicultura",115.0
Alagoas,2º trimestre 2023,Indústria geral,82.0
Alagoas,2º trimestre 2023,Indústria de transformação,70.0
Alagoas,2º trimestre 2023,Construção,96.0
Alagoas,2º trimestre 2023,"Comércio, reparação de veículos automotores e motocicletas",260.0
Alagoas,2º trimestre 2023,"Transporte, armazenagem e correio",52.0
Alagoas,2º trimestre 2023,Alojamento e alimentação,89.0
