municipio,trimestre,Grupo,quantidade de idade
Recife (PE),4º trimestre 2018,25 a 39 anos,419.0
Recife (PE),4º trimestre 2018,40 a 59 anos,388.0
Recife (PE),4º trimestre 2018,60 anos ou mais,234.0
Recife (PE),1º trimestre 2019,14 a 17 anos,79.0
Recife (PE),1º trimestre 2019,18 a 24 anos,186.0
Recife (PE),1º trimestre 2019,25 a 39 anos,436.0
Recife (PE),1º trimestre 2019,40 a 59 anos,405.0
Recife (PE),1º trimestre 2019,60 anos ou mais,228.0
Recife (PE),2º trimestre 2019,14 a 17 anos,81.0
Recife (PE),2º trimestre 2019,18 a 24 anos,196.0
Recife (PE),2º trimestre 2019,25 a 39 anos,429.0
Recife (PE),2º trimestre 2019,40 a 59 anos,401.0
Recife (PE),2º trimestre 2019,60 anos ou mais,231.0
Recife (PE),3º trimestre 2019,14 a 17 anos,79.0
Recife (PE),3º trimestre 2019,18 a 24 anos,188.0
Recife (PE),3º trimestre 2019,25 a 39 anos,407.0
Recife (PE),3º trimestre 2019,40 a 59 anos,415.0
Recife (PE),3º trimestre 2019,60 anos ou mais,256.0
Recife (PE),4º trimestre 2019,14 a 17 anos,81.0
Recife (PE),4º trimestre 2019,18 a 24 anos,187.0
Recife (PE),4º trimestre 2019,25 a 39 anos,402.0
Recife (PE),4º trimestre 2019,40 a 59 anos,438.0
Recife (PE),4º trimestre 2019,60 anos ou mais,266.0
Recife (PE),1º trimestre 2020,14 a 17 anos,89.0
Recife (PE),1º trimestre 2020,18 a 24 anos,187.0
Recife (PE),1º trimestre 2020,25 a 39 anos,397.0
Recife (PE),1º trimestre 2020,40 a 59 anos,432.0
Recife (PE),1º trimestre 2020,60 anos ou mais,273.0
Recife (PE),2º trimestre 2020,14 a 17 anos,0.0
Recife (PE),2º trimestre 2020,18 a 24 anos,0.0
Recife (PE),2º trimestre 2020,25 a 39 anos,0.0
Recife (PE),2º trimestre 2020,40 a 59 anos,0.0
Recife (PE),2º trimestre 2020,60 anos ou mais,0.0
Recife (PE),3º trimestre 2020,14 a 17 anos,0.0
Recife (PE),3º trimestre 2020,18 a 24 anos,0.0
Recife (PE),3º trimestre 2020,25 a 39 anos,0.0
Recife (PE),3º trimestre 2020,40 a 59 anos,0.0
Recife (PE),3º trimestre 2020,60 anos ou mais,0.0
Recife (PE),4º trimestre 2020,14 a 17 anos,0.0
Recife (PE),4º trimestre 2020,18 a 24 anos,0.0
Recife (PE),4º trimestre 2020,25 a 39 anos,0.0
Recife (PE),4º trimestre 2020,40 a 59 anos,0.0
Recife (PE),4º trimestre 2020,60 anos ou mais,0.0
Recife (PE),1º trimestre 2021,14 a 17 anos,0.0
Recife (PE),1º trimestre 2021,18 a 24 anos,0.0
Recife (PE),1º trimestre 2021,25 a 39 anos,0.0
Recife (PE),1º trimestre 2021,40 a 59 anos,0.0
Recife (PE),1º trimestre 2021,60 anos ou mais,0.0
Recife (PE),2º trimestre 2021,14 a 17 anos,0.0
Recife (PE),2º trimestre 2021,18 a 24 anos,0.0
Recife (PE),2º trimestre 2021,25 a 39 anos,0.0
Recife (PE),2º trimestre 2021,40 a 59 anos,0.0
Recife (PE),2º trimestre 2021,60 anos ou mais,0.0
Recife (PE),3º trimestre 2021,14 a 17 anos,0.0
Recife (PE),3º trimestre 2021,18 a 24 anos,0.0
Recife (PE),3º trimestre 2021,25 a 39 anos,0.0
Recife (PE),3º trimestre 2021,40 a 59 anos,0.0
Recife (PE),3º trimestre 2021,60 anos ou mais,0.0
Recife (PE),4º trimestre 2021,14 a 17 anos,0.0
Recife (PE),4º trimestre 2021,18 a 24 anos,0.0
Recife (PE),4º trimestre 2021,25 a 39 anos,0.0
Recife (PE),4º trimestre 2021,40 a 59 anos,0.0
Recife (PE),4º trimestre 2021,60 anos ou mais,0.0
Recife (PE),1º trimestre 2022,14 a 17 anos,0.0
Recife (PE),1º trimestre 2022,18 a 24 anos,0.0
Recife (PE),1º trimestre 2022,25 a 39 anos,0.0
Recife (PE),1º trimestre 2022,40 a 59 anos,0.0
Recife (PE),1º trimestre 2022,60 anos ou mais,0.0
Recife (PE),2º trimestre 2022,14 a 17 anos,84.0
Recife (PE),2º trimestre 2022,18 a 24 anos,180.0
Recife (PE),2º trimestre 2022,25 a 39 anos,406.0
Recife (PE),2º trimestre 2022,40 a 59 anos,404.0
Recife (PE),2º trimestre 2022,60 anos ou mais,271.0
Recife (PE),3º trimestre 2022,14 a 17 anos,77.0
Recife (PE),3º trimestre 2022,18 a 24 anos,165.0
Recife (PE),3º trimestre 2022,25 a 39 anos,396.0
Recife (PE),3º trimestre 2022,40 a 59 anos,431.0
Recife (PE),3º trimestre 2022,60 anos ou mais,304.0
Recife (PE),4º trimestre 2022,14 a 17 anos,82.0
Recife (PE),4º trimestre 2022,18 a 24 anos,171.0
Recife (PE),4º trimestre 2022,25 a 39 anos,388.0
Recife (PE),4º trimestre 2022,40 a 59 anos,436.0
Recife (PE),4º trimestre 2022,60 anos ou mais,296.0
Recife (PE),1º trimestre 2023,14 a 17 anos,83.0
Recife (PE),1º trimestre 2023,18 a 24 anos,176.0
Recife (PE),1º trimestre 2023,25 a 39 anos,366.0
Recife (PE),1º trimestre 2023,40 a 59 anos,467.0
Recife (PE),1º trimestre 2023,60 anos ou mais,285.0
Recife (PE),2º trimestre 2023,14 a 17 anos,78.0
Recife (PE),2º trimestre 2023,18 a 24 anos,166.0
Recife (PE),2º trimestre 2023,25 a 39 anos,368.0
Recife (PE),2º trimestre 2023,40 a 59 anos,481.0
Recife (PE),2º trimestre 2023,60 anos ou mais,304.0
Recife (PE),3º trimestre 2023,14 a 17 anos,74.0
Recife (PE),3º trimestre 2023,18 a 24 anos,170.0
Recife (PE),3º trimestre 2023,25 a 39 anos,371.0
Recife (PE),3º trimestre 2023,40 a 59 anos,497.0
Recife (PE),3º trimestre 2023,60 anos ou mais,291.0
Recife (PE),4º trimestre 2023,14 a 17 anos,79.0
Recife (PE),4º trimestre 2023,18 a 24 anos,164.0
Recife (PE),4º trimestre 2023,25 a 39 anos,384.0
Recife (PE),4º trimestre 2023,40 a 59 anos,482.0
Recife (PE),4º trimestre 2023,60 anos ou mais,288.0
Recife (PE),1º trimestre 2024,14 a 17 anos,75.0
Recife (PE),1º trimestre 2024,18 a 24 anos,161.0
Recife (PE),1º trimestre 2024,25 a 39 anos,400.0
Recife (PE),1º trimestre 2024,40 a 59 anos,467.0
Recife (PE),1º trimestre 2024,60 anos ou mais,280.0
Recife (PE),2º trimestre 2024,14 a 17 anos,86.0
Recife (PE),2º trimestre 2024,18 a 24 anos,154.0
Recife (PE),2º trimestre 2024,25 a 39 anos,423.0
Recife (PE),2º trimestre 2024,40 a 59 anos,440.0
Recife (PE),2º trimestre 2024,60 anos ou mais,292.0
Recife (PE),3º trimestre 2024,14 a 17 anos,90.0
Recife (PE),3º trimestre 2024,18 a 24 anos,163.0
Recife (PE),3º trimestre 2024,25 a 39 anos,399.0
Recife (PE),3º trimestre 2024,40 a 59 anos,460.0
Recife (PE),3º trimestre 2024,60 anos ou mais,293.0
Recife (PE),4º trimestre 2024,14 a 17 anos,84.0
Recife (PE),4º trimestre 2024,18 a 24 anos,163.0
Recife (PE),4º trimestre 2024,25 a 39 anos,405.0
Recife (PE),4º trimestre 2024,40 a 59 anos,463.0
Recife (PE),4º trimestre 2024,60 anos ou mais,278.0
Maceió (AL),1º trimestre 2012,14 a 17 anos,68.0
Maceió (AL),1º trimestre 2012,18 a 24 anos,115.0
Maceió (AL),1º trimestre 2012,25 a 39 anos,253.0
Maceió (AL),1º trimestre 2012,40 a 59 anos,228.0
Maceió (AL),1º trimestre 2012,60 anos ou mais,92.0
Maceió (AL),2º trimestre 2012,14 a 17 anos,66.0
Maceió (AL),2º trimestre 2012,18 a 24 anos,114.0
Maceió (AL),2º trimestre 2012,25 a 39 anos,256.0
Maceió (AL),2º trimestre 2012,40 a 59 anos,231.0
Maceió (AL),2º trimestre 2012,60 anos ou mais,89.0
Maceió (AL),3º trimestre 2012,14 a 17 anos,70.0
Maceió (AL),3º trimestre 2012,18 a 24 anos,117.0
Maceió (AL),3º trimestre 2012,25 a 39 anos,252.0
Maceió (AL),3º trimestre 2012,40 a 59 anos,238.0
Maceió (AL),3º trimestre 2012,60 anos ou mais,92.0
Maceió (AL),4º trimestre 2012,14 a 17 anos,73.0
Maceió (AL),4º trimestre 2012,18 a 24 anos,121.0
Maceió (AL),4º trimestre 2012,25 a 39 anos,244.0
Maceió (AL),4º trimestre 2012,40 a 59 anos,238.0
Maceió (AL),4º trimestre 2012,60 anos ou mais,93.0
Maceió (AL),1º trimestre 2013,14 a 17 anos,72.0
Maceió (AL),1º trimestre 2013,18 a 24 anos,118.0
Maceió (AL),1º trimestre 2013,25 a 39 anos,247.0
Maceió (AL),1º trimestre 2013,40 a 59 anos,233.0
Maceió (AL),1º trimestre 2013,60 anos ou mais,96.0
Maceió (AL),2º trimestre 2013,14 a 17 anos,70.0
Maceió (AL),2º trimestre 2013,18 a 24 anos,124.0
Maceió (AL),2º trimestre 2013,25 a 39 anos,254.0
Maceió (AL),2º trimestre 2013,40 a 59 anos,227.0
Maceió (AL),2º trimestre 2013,60 anos ou mais,91.0
Maceió (AL),3º trimestre 2013,14 a 17 anos,67.0
Maceió (AL),3º trimestre 2013,18 a 24 anos,131.0
Maceió (AL),3º trimestre 2013,25 a 39 anos,256.0
Maceió (AL),3º trimestre 2013,40 a 59 anos,225.0
Maceió (AL),3º trimestre 2013,60 anos ou mais,94.0
Maceió (AL),4º trimestre 2013,14 a 17 anos,68.0
Maceió (AL),4º trimestre 2013,18 a 24 anos,131.0
Maceió (AL),4º trimestre 2013,25 a 39 anos,256.0
Maceió (AL),4º trimestre 2013,40 a 59 anos,220.0
Maceió (AL),4º trimestre 2013,60 anos ou mais,97.0
Maceió (AL),1º trimestre 2014,14 a 17 anos,69.0
Maceió (AL),1º trimestre 2014,18 a 24 anos,122.0
Maceió (AL),1º trimestre 2014,25 a 39 anos,255.0
Maceió (AL),1º trimestre 2014,40 a 59 anos,226.0
Maceió (AL),1º trimestre 2014,60 anos ou mais,97.0
Maceió (AL),2º trimestre 2014,14 a 17 anos,70.0
Maceió (AL),2º trimestre 2014,18 a 24 anos,123.0
Maceió (AL),2º trimestre 2014,25 a 39 anos,251.0
Maceió (AL),2º trimestre 2014,40 a 59 anos,228.0
Maceió (AL),2º trimestre 2014,60 anos ou mais,94.0
Maceió (AL),3º trimestre 2014,14 a 17 anos,67.0
Maceió (AL),3º trimestre 2014,18 a 24 anos,123.0
Maceió (AL),3º trimestre 2014,25 a 39 anos,246.0
Maceió (AL),3º trimestre 2014,40 a 59 anos,236.0
Maceió (AL),3º trimestre 2014,60 anos ou mais,99.0
Maceió (AL),4º trimestre 2014,14 a 17 anos,73.0
Maceió (AL),4º trimestre 2014,18 a 24 anos,122.0
Maceió (AL),4º trimestre 2014,25 a 39 anos,247.0
Maceió (AL),4º trimestre 2014,40 a 59 anos,238.0
Maceió (AL),4º trimestre 2014,60 anos ou mais,95.0
Maceió (AL),1º trimestre 2015,14 a 17 anos,73.0
Maceió (AL),1º trimestre 2015,18 a 24 anos,120.0
Maceió (AL),1º trimestre 2015,25 a 39 anos,249.0
Maceió (AL),1º trimestre 2015,40 a 59 anos,233.0
Maceió (AL),1º trimestre 2015,60 anos ou mais,96.0
Maceió (AL),2º trimestre 2015,14 a 17 anos,68.0
Maceió (AL),2º trimestre 2015,18 a 24 anos,119.0
Maceió (AL),2º trimestre 2015,25 a 39 anos,259.0
Maceió (AL),2º trimestre 2015,40 a 59 anos,232.0
Maceió (AL),2º trimestre 2015,60 anos ou mais,98.0
Maceió (AL),3º trimestre 2015,14 a 17 anos,72.0
Maceió (AL),3º trimestre 2015,18 a 24 anos,124.0
Maceió (AL),3º trimestre 2015,25 a 39 anos,255.0
Maceió (AL),3º trimestre 2015,40 a 59 anos,234.0
Maceió (AL),3º trimestre 2015,60 anos ou mais,105.0
Maceió (AL),4º trimestre 2015,14 a 17 anos,69.0
Maceió (AL),4º trimestre 2015,18 a 24 anos,124.0
Maceió (AL),4º trimestre 2015,25 a 39 anos,254.0
Maceió (AL),4º trimestre 2015,40 a 59 anos,238.0
Maceió (AL),4º trimestre 2015,60 anos ou mais,106.0
Maceió (AL),1º trimestre 2016,14 a 17 anos,70.0
Maceió (AL),1º trimestre 2016,18 a 24 anos,127.0
Maceió (AL),1º trimestre 2016,25 a 39 anos,255.0
Maceió (AL),1º trimestre 2016,40 a 59 anos,232.0
Maceió (AL),1º trimestre 2016,60 anos ou mais,112.0
Maceió (AL),2º trimestre 2016,14 a 17 anos,64.0
Maceió (AL),2º trimestre 2016,18 a 24 anos,125.0
Maceió (AL),2º trimestre 2016,25 a 39 anos,247.0
Maceió (AL),2º trimestre 2016,40 a 59 anos,237.0
Maceió (AL),2º trimestre 2016,60 anos ou mais,121.0
Maceió (AL),3º trimestre 2016,14 a 17 anos,67.0
Maceió (AL),3º trimestre 2016,18 a 24 anos,130.0
Maceió (AL),3º trimestre 2016,25 a 39 anos,239.0
Maceió (AL),3º trimestre 2016,40 a 59 anos,245.0
Maceió (AL),3º trimestre 2016,60 anos ou mais,118.0
Maceió (AL),4º trimestre 2016,14 a 17 anos,64.0
Maceió (AL),4º trimestre 2016,18 a 24 anos,119.0
Maceió (AL),4º trimestre 2016,25 a 39 anos,247.0
Maceió (AL),4º trimestre 2016,40 a 59 anos,248.0
Maceió (AL),4º trimestre 2016,60 anos ou mais,125.0
Maceió (AL),1º trimestre 2017,14 a 17 anos,60.0
Maceió (AL),1º trimestre 2017,18 a 24 anos,119.0
Maceió (AL),1º trimestre 2017,25 a 39 anos,254.0
Maceió (AL),1º trimestre 2017,40 a 59 anos,247.0
Maceió (AL),1º trimestre 2017,60 anos ou mais,129.0
Maceió (AL),2º trimestre 2017,14 a 17 anos,57.0
Maceió (AL),2º trimestre 2017,18 a 24 anos,120.0
Maceió (AL),2º trimestre 2017,25 a 39 anos,252.0
Maceió (AL),2º trimestre 2017,40 a 59 anos,248.0
Maceió (AL),2º trimestre 2017,60 anos ou mais,129.0
Maceió (AL),3º trimestre 2017,14 a 17 anos,58.0
Maceió (AL),3º trimestre 2017,18 a 24 anos,123.0
Maceió (AL),3º trimestre 2017,25 a 39 anos,250.0
Maceió (AL),3º trimestre 2017,40 a 59 anos,253.0
Maceió (AL),3º trimestre 2017,60 anos ou mais,129.0
Maceió (AL),4º trimestre 2017,14 a 17 anos,58.0
Maceió (AL),4º trimestre 2017,18 a 24 anos,121.0
Maceió (AL),4º trimestre 2017,25 a 39 anos,237.0
Maceió (AL),4º trimestre 2017,40 a 59 anos,263.0
Maceió (AL),4º trimestre 2017,60 anos ou mais,138.0
Maceió (AL),1º trimestre 2018,14 a 17 anos,59.0
Maceió (AL),1º trimestre 2018,18 a 24 anos,124.0
Maceió (AL),1º trimestre 2018,25 a 39 anos,252.0
Maceió (AL),1º trimestre 2018,40 a 59 anos,246.0
Maceió (AL),1º trimestre 2018,60 anos ou mais,135.0
Maceió (AL),2º trimestre 2018,14 a 17 anos,63.0
Maceió (AL),2º trimestre 2018,18 a 24 anos,126.0
Maceió (AL),2º trimestre 2018,25 a 39 anos,251.0
Maceió (AL),2º trimestre 2018,40 a 59 anos,253.0
Maceió (AL),2º trimestre 2018,60 anos ou mais,132.0
Maceió (AL),3º trimestre 2018,14 a 17 anos,62.0
Maceió (AL),3º trimestre 2018,18 a 24 anos,123.0
Maceió (AL),3º trimestre 2018,25 a 39 anos,254.0
Maceió (AL),3º trimestre 2018,40 a 59 anos,246.0
Maceió (AL),3º trimestre 2018,60 anos ou mais,136.0
Maceió (AL),4º trimestre 2018,14 a 17 anos,56.0
Maceió (AL),4º trimestre 2018,18 a 24 anos,122.0
Maceió (AL),4º trimestre 2018,25 a 39 anos,263.0
Maceió (AL),4º trimestre 2018,40 a 59 anos,250.0
Maceió (AL),4º trimestre 2018,60 anos ou mais,136.0
Maceió (AL),1º trimestre 2019,14 a 17 anos,53.0
Maceió (AL),1º trimestre 2019,18 a 24 anos,126.0
Maceió (AL),1º trimestre 2019,25 a 39 anos,256.0
Maceió (AL),1º trimestre 2019,40 a 59 anos,249.0
Maceió (AL),1º trimestre 2019,60 anos ou mais,145.0
Maceió (AL),2º trimestre 2019,14 a 17 anos,54.0
Maceió (AL),2º trimestre 2019,18 a 24 anos,117.0
Maceió (AL),2º trimestre 2019,25 a 39 anos,266.0
Maceió (AL),2º trimestre 2019,40 a 59 anos,254.0
Maceió (AL),2º trimestre 2019,60 anos ou mais,148.0
Maceió (AL),3º trimestre 2019,14 a 17 anos,59.0
Maceió (AL),3º trimestre 2019,18 a 24 anos,112.0
Maceió (AL),3º trimestre 2019,25 a 39 anos,260.0
Maceió (AL),3º trimestre 2019,40 a 59 anos,257.0
Maceió (AL),3º trimestre 2019,60 anos ou mais,154.0
Maceió (AL),4º trimestre 2019,14 a 17 anos,63.0
Maceió (AL),4º trimestre 2019,18 a 24 anos,123.0
Maceió (AL),4º trimestre 2019,25 a 39 anos,257.0
Maceió (AL),4º trimestre 2019,40 a 59 anos,255.0
Maceió (AL),4º trimestre 2019,60 anos ou mais,137.0
Maceió (AL),1º trimestre 2020,14 a 17 anos,58.0
Maceió (AL),1º trimestre 2020,18 a 24 anos,122.0
Maceió (AL),1º trimestre 2020,25 a 39 anos,269.0
Maceió (AL),1º trimestre 2020,40 a 59 anos,242.0
Maceió (AL),1º trimestre 2020,60 anos ou mais,129.0
Maceió (AL),2º trimestre 2020,14 a 17 anos,0.0
Maceió (AL),2º trimestre 2020,18 a 24 anos,0.0
Maceió (AL),2º trimestre 2020,25 a 39 anos,0.0
Maceió (AL),2º trimestre 2020,40 a 59 anos,0.0
Maceió (AL),2º trimestre 2020,60 anos ou mais,0.0
Maceió (AL),3º trimestre 2020,14 a 17 anos,0.0
Maceió (AL),3º trimestre 2020,18 a 24 anos,0.0
Maceió (AL),3º trimestre 2020,25 a 39 anos,0.0
Maceió (AL),3º trimestre 2020,40 a 59 anos,0.0
Maceió (AL),3º trimestre 2020,60 anos ou mais,0.0
Maceió (AL),4º trimestre 2020,14 a 17 anos,0.0
Maceió (AL),4º trimestre 2020,18 a 24 anos,0.0
Maceió (AL),4º trimestre 2020,25 a 39 anos,0.0
Maceió (AL),4º trimestre 2020,40 a 59 anos,0.0
Maceió (AL),4º trimestre 2020,60 anos ou mais,0.0
Maceió (AL),1º trimestre 2021,14 a 17 anos,0.0
Maceió (AL),1º trimestre 2021,18 a 24 anos,0.0
Maceió (AL),1º trimestre 2021,25 a 39 anos,0.0
Maceió (AL),1º trimestre 2021,40 a 59 anos,0.0
Maceió (AL),1º trimestre 2021,60 anos ou mais,0.0
Maceió (AL),2º trimestre 2021,14 a 17 anos,0.0
Maceió (AL),2º trimestre 2021,18 a 24 anos,0.0
Maceió (AL),2º trimestre 2021,25 a 39 anos,0.0
Maceió (AL),2º trimestre 2021,40 a 59 anos,0.0
Maceió (AL),2º trimestre 2021,60 anos ou mais,0.0
Maceió (AL),3º trimestre 2021,14 a 17 anos,0.0
Maceió (AL),3º trimestre 2021,18 a 24 anos,0.0
Maceió (AL),3º trimestre 2021,25 a 39 anos,0.0
Maceió (AL),3º trimestre 2021,40 a 59 anos,0.0
Maceió (AL),3º trimestre 2021,60 anos ou mais,0.0
Maceió (AL),4º trimestre 2021,14 a 17 anos,0.0
Maceió (AL),4º trimestre 2021,18 a 24 anos,0.0
Maceió (AL),4º trimestre 2021,25 a 39 anos,0.0
Maceió (AL),4º trimestre 2021,40 a 59 anos,0.0
Maceió (AL),4º trimestre 2021,60 anos ou mais,0.0
Maceió (AL),1º trimestre 2022,14 a 17 anos,0.0
Maceió (AL),1º trimestre 2022,18 a 24 anos,0.0
Maceió (AL),1º trimestre 2022,25 a 39 anos,0.0
Maceió (AL),1º trimestre 2022,40 a 59 anos,0.0
Maceió (AL),1º trimestre 2022,60 anos ou mais,0.0
Maceió (AL),2º trimestre 2022,14 a 17 anos,56.0
Maceió (AL),2º trimestre 2022,18 a 24 anos,128.0
Maceió (AL),2º trimestre 2022,25 a 39 anos,254.0
Maceió (AL),2º trimestre 2022,40 a 59 anos,263.0
Maceió (AL),2º trimestre 2022,60 anos ou mais,133.0
Maceió (AL),3º trimestre 2022,14 a 17 anos,56.0
Maceió (AL),3º trimestre 2022,18 a 24 anos,128.0
Maceió (AL),3º trimestre 2022,25 a 39 anos,258.0
Maceió (AL),3º trimestre 2022,40 a 59 anos,259.0
Maceió (AL),3º trimestre 2022,60 anos ou mais,128.0
Maceió (AL),4º trimestre 2022,14 a 17 anos,54.0
Maceió (AL),4º trimestre 2022,18 a 24 anos,130.0
Maceió (AL),4º trimestre 2022,25 a 39 anos,261.0
Maceió (AL),4º trimestre 2022,40 a 59 anos,257.0
Maceió (AL),4º trimestre 2022,60 anos ou mais,128.0
Maceió (AL),1º trimestre 2023,14 a 17 anos,56.0
Maceió (AL),1º trimestre 2023,18 a 24 anos,128.0
Maceió (AL),1º trimestre 2023,25 a 39 anos,254.0
Maceió (AL),1º trimestre 2023,40 a 59 anos,259.0
Maceió (AL),1º trimestre 2023,60 anos ou mais,133.0
Maceió (AL),2º trimestre 2023,14 a 17 anos,58.0
Maceió (AL),2º trimestre 2023,18 a 24 anos,127.0
Maceió (AL),2º trimestre 2023,25 a 39 anos,260.0
Maceió (AL),2º trimestre 2023,40 a 59 anos,260.0
Maceió (AL),2º trimestre 2023,60 anos ou mais,136.0
Maceió (AL),3º trimestre 2023,14 a 17 anos,60.0
Maceió (AL),3º trimestre 2023,18 a 24 anos,127.0
Maceió (AL),3º trimestre 2023,25 a 39 anos,256.0
Maceió (AL),3º trimestre 2023,40 a 59 anos,266.0
Maceió (AL),3º trimestre 2023,60 anos ou mais,133.0
Maceió (AL),4º trimestre 2023,14 a 17 anos,60.0
Maceió (AL),4º trimestre 2023,18 a 24 anos,131.0
Maceió (AL),4º trimestre 2023,25 a 39 anos,253.0
Maceió (AL),4º trimestre 2023,40 a 59 anos,270.0
Maceió (AL),4º trimestre 2023,60 anos ou mais,128.0
Maceió (AL),1º trimestre 2024,14 a 17 anos,59.0
Maceió (AL),1º trimestre 2024,18 a 24 anos,132.0
Maceió (AL),1º trimestre 2024,25 a 39 anos,248.0
Maceió (AL),1º trimestre 2024,40 a 59 anos,275.0
Maceió (AL),1º trimestre 2024,60 anos ou mais,127.0
Maceió (AL),2º trimestre 2024,14 a 17 anos,60.0
Maceió (AL),2º trimestre 2024,18 a 24 anos,129.0
Maceió (AL),2º trimestre 2024,25 a 39 anos,245.0
Maceió (AL),2º trimestre 2024,40 a 59 anos,290.0
Maceió (AL),2º trimestre 2024,60 anos ou mais,130.0
Maceió (AL),3º trimestre 2024,14 a 17 anos,57.0
Maceió (AL),3º trimestre 2024,18 a 24 anos,126.0
Maceió (AL),3º trimestre 2024,25 a 39 anos,248.0
Maceió (AL),3º trimestre 2024,40 a 59 anos,288.0
Maceió (AL),3º trimestre 2024,60 anos ou mais,133.0
Maceió (AL),4º trimestre 2024,14 a 17 anos,56.0
Maceió (AL),4º trimestre 2024,18 a 24 anos,124.0
Maceió (AL),4º trimestre 2024,25 a 39 anos,237.0
Maceió (AL),4º trimestre 2024,40 a 59 anos,298.0
Maceió (AL),4º trimestre 2024,60 anos ou mais,135.0
Aracaju (SE),1º trimestre 2012,14 a 17 anos,36.0
Aracaju (SE),1º trimestre 2012,18 a 24 anos,79.0
Aracaju (SE),1º trimestre 2012,25 a 39 anos,158.0
Aracaju (SE),1º trimestre 2012,40 a 59 anos,136.0
Aracaju (SE),1º trimestre 2012,60 anos ou mais,56.0
Aracaju (SE),2º trimestre 2012,14 a 17 anos,39.0
Aracaju (SE),2º trimestre 2012,18 a 24 anos,79.0
Aracaju (SE),2º trimestre 2012,25 a 39 anos,163.0
Aracaju (SE),2º trimestre 2012,40 a 59 anos,132.0
Aracaju (SE),2º trimestre 2012,60 anos ou mais,57.0
Aracaju (SE),3º trimestre 2012,14 a 17 anos,41.0
Aracaju (SE),3º trimestre 2012,18 a 24 anos,77.0
Aracaju (SE),3º trimestre 2012,25 a 39 anos,158.0
Aracaju (SE),3º trimestre 2012,40 a 59 anos,135.0
Aracaju (SE),3º trimestre 2012,60 anos ou mais,57.0
Aracaju (SE),4º trimestre 2012,14 a 17 anos,39.0
Aracaju (SE),4º trimestre 2012,18 a 24 anos,84.0
Aracaju (SE),4º trimestre 2012,25 a 39 anos,159.0
Aracaju (SE),4º trimestre 2012,40 a 59 anos,138.0
Aracaju (SE),4º trimestre 2012,60 anos ou mais,56.0
Aracaju (SE),1º trimestre 2013,14 a 17 anos,36.0
Aracaju (SE),1º trimestre 2013,18 a 24 anos,86.0
Aracaju (SE),1º trimestre 2013,25 a 39 anos,159.0
Aracaju (SE),1º trimestre 2013,40 a 59 anos,141.0
Aracaju (SE),1º trimestre 2013,60 anos ou mais,57.0
Aracaju (SE),2º trimestre 2013,14 a 17 anos,38.0
Aracaju (SE),2º trimestre 2013,18 a 24 anos,88.0
Aracaju (SE),2º trimestre 2013,25 a 39 anos,171.0
Aracaju (SE),2º trimestre 2013,40 a 59 anos,135.0
Aracaju (SE),2º trimestre 2013,60 anos ou mais,57.0
Aracaju (SE),3º trimestre 2013,14 a 17 anos,36.0
Aracaju (SE),3º trimestre 2013,18 a 24 anos,84.0
Aracaju (SE),3º trimestre 2013,25 a 39 anos,170.0
Aracaju (SE),3º trimestre 2013,40 a 59 anos,141.0
Aracaju (SE),3º trimestre 2013,60 anos ou mais,57.0
Aracaju (SE),4º trimestre 2013,14 a 17 anos,43.0
Aracaju (SE),4º trimestre 2013,18 a 24 anos,83.0
Aracaju (SE),4º trimestre 2013,25 a 39 anos,176.0
Aracaju (SE),4º trimestre 2013,40 a 59 anos,136.0
Aracaju (SE),4º trimestre 2013,60 anos ou mais,52.0
Aracaju (SE),1º trimestre 2014,14 a 17 anos,41.0
Aracaju (SE),1º trimestre 2014,18 a 24 anos,81.0
Aracaju (SE),1º trimestre 2014,25 a 39 anos,172.0
Aracaju (SE),1º trimestre 2014,40 a 59 anos,140.0
Aracaju (SE),1º trimestre 2014,60 anos ou mais,55.0
Aracaju (SE),2º trimestre 2014,14 a 17 anos,39.0
Aracaju (SE),2º trimestre 2014,18 a 24 anos,79.0
Aracaju (SE),2º trimestre 2014,25 a 39 anos,169.0
Aracaju (SE),2º trimestre 2014,40 a 59 anos,151.0
Aracaju (SE),2º trimestre 2014,60 anos ou mais,57.0
Aracaju (SE),3º trimestre 2014,14 a 17 anos,37.0
Aracaju (SE),3º trimestre 2014,18 a 24 anos,83.0
Aracaju (SE),3º trimestre 2014,25 a 39 anos,170.0
Aracaju (SE),3º trimestre 2014,40 a 59 anos,140.0
Aracaju (SE),3º trimestre 2014,60 anos ou mais,65.0
Aracaju (SE),4º trimestre 2014,14 a 17 anos,38.0
Aracaju (SE),4º trimestre 2014,18 a 24 anos,82.0
Aracaju (SE),4º trimestre 2014,25 a 39 anos,166.0
Aracaju (SE),4º trimestre 2014,40 a 59 anos,147.0
Aracaju (SE),4º trimestre 2014,60 anos ou mais,65.0
Aracaju (SE),1º trimestre 2015,14 a 17 anos,31.0
Aracaju (SE),1º trimestre 2015,18 a 24 anos,78.0
Aracaju (SE),1º trimestre 2015,25 a 39 anos,168.0
Aracaju (SE),1º trimestre 2015,40 a 59 anos,144.0
Aracaju (SE),1º trimestre 2015,60 anos ou mais,75.0
Aracaju (SE),2º trimestre 2015,14 a 17 anos,30.0
Aracaju (SE),2º trimestre 2015,18 a 24 anos,75.0
Aracaju (SE),2º trimestre 2015,25 a 39 anos,176.0
Aracaju (SE),2º trimestre 2015,40 a 59 anos,150.0
