municipio,trimestre,Sexo,quantidade de gênero
Fortaleza (CE),4º trimestre 2020,Mulheres,0.0
Fortaleza (CE),1º trimestre 2021,Homens,0.0
Fortaleza (CE),1º trimestre 2021,Mulheres,0.0
Fortaleza (CE),2º trimestre 2021,Homens,0.0
Fortaleza (CE),2º trimestre 2021,Mulheres,0.0
Fortaleza (CE),3º trimestre 2021,Homens,0.0
Fortaleza (CE),3º trimestre 2021,Mulheres,0.0
Fortaleza (CE),4º trimestre 2021,Homens,0.0
Fortaleza (CE),4º trimestre 2021,Mulheres,0.0
Fortaleza (CE),1º trimestre 2022,Homens,0.0
Fortaleza (CE),1º trimestre 2022,Mulheres,0.0
Fortaleza (CE),2º trimestre 2022,Homens,1050.0
Fortaleza (CE),2º trimestre 2022,Mulheres,1197.0
Fortaleza (CE),3º trimestre 2022,Homens,1049.0
Fortaleza (CE),3º trimestre 2022,Mulheres,1198.0
Fortaleza (CE),4º trimestre 2022,Homens,1054.0
Fortaleza (CE),4º trimestre 2022,Mulheres,1201.0
Fortaleza (CE),1º trimestre 2023,Homens,1058.0
Fortaleza (CE),1º trimestre 2023,Mulheres,1210.0
Fortaleza (CE),2º trimestre 2023,Homens,1051.0
Fortaleza (CE),2º trimestre 2023,Mulheres,1213.0
Fortaleza (CE),3º trimestre 2023,Homens,1048.0
Fortaleza (CE),3º trimestre 2023,Mulheres,1210.0
Fortaleza (CE),4º trimestre 2023,Homens,1021.0
Fortaleza (CE),4º trimestre 2023,Mulheres,1235.0
Fortaleza (CE),1º trimestre 2024,Homens,1030.0
Fortaleza (CE),1º trimestre 2024,Mulheres,1245.0
Fortaleza (CE),2º trimestre 2024,Homens,1046.0
Fortaleza (CE),2º trimestre 2024,Mulheres,1229.0
Fortaleza (CE),3º trimestre 2024,Homens,1050.0
Fortaleza (CE),3º trimestre 2024,Mulheres,1225.0
Fortaleza (CE),4º trimestre 2024,Homens,1042.0
Fortaleza (CE),4º trimestre 2024,Mulheres,1253.0
Natal (RN),1º trimestre 2012,Homens,311.0
Natal (RN),1º trimestre 2012,Mulheres,342.0
Natal (RN),2º trimestre 2012,Homens,314.0
Natal (RN),2º trimestre 2012,Mulheres,345.0
Natal (RN),3º trimestre 2012,Homens,313.0
Natal (RN),3º trimestre 2012,Mulheres,349.0
Natal (RN),4º trimestre 2012,Homens,311.0
Natal (RN),4º trimestre 2012,Mulheres,354.0
Natal (RN),1º trimestre 2013,Homens,312.0
Natal (RN),1º trimestre 2013,Mulheres,354.0
Natal (RN),2º trimestre 2013,Homens,317.0
Natal (RN),2º trimestre 2013,Mulheres,352.0
Natal (RN),3º trimestre 2013,Homens,320.0
Natal (RN),3º trimestre 2013,Mulheres,354.0
Natal (RN),4º trimestre 2013,Homens,324.0
Natal (RN),4º trimestre 2013,Mulheres,357.0
Natal (RN),1º trimestre 2014,Homens,332.0
Natal (RN),1º trimestre 2014,Mulheres,362.0
Natal (RN),2º trimestre 2014,Homens,329.0
Natal (RN),2º trimestre 2014,Mulheres,369.0
Natal (RN),3º trimestre 2014,Homens,327.0
Natal (RN),3º trimestre 2014,Mulheres,372.0
Natal (RN),4º trimestre 2014,Homens,323.0
Natal (RN),4º trimestre 2014,Mulheres,373.0
Natal (RN),1º trimestre 2015,Homens,322.0
Natal (RN),1º trimestre 2015,Mulheres,368.0
Natal (RN),2º trimestre 2015,Homens,328.0
Natal (RN),2º trimestre 2015,Mulheres,373.0
Natal (RN),3º trimestre 2015,Homens,325.0
Natal (RN),3º trimestre 2015,Mulheres,380.0
Natal (RN),4º trimestre 2015,Homens,326.0
Natal (RN),4º trimestre 2015,Mulheres,381.0
Natal (RN),1º trimestre 2016,Homens,322.0
Natal (RN),1º trimestre 2016,Mulheres,386.0
Natal (RN),2º trimestre 2016,Homens,325.0
Natal (RN),2º trimestre 2016,Mulheres,389.0
Natal (RN),3º trimestre 2016,Homens,315.0
Natal (RN),3º trimestre 2016,Mulheres,389.0
Natal (RN),4º trimestre 2016,Homens,324.0
Natal (RN),4º trimestre 2016,Mulheres,395.0
Natal (RN),1º trimestre 2017,Homens,327.0
Natal (RN),1º trimestre 2017,Mulheres,394.0
Natal (RN),2º trimestre 2017,Homens,327.0
Natal (RN),2º trimestre 2017,Mulheres,390.0
Natal (RN),3º trimestre 2017,Homens,324.0
Natal (RN),3º trimestre 2017,Mulheres,390.0
Natal (RN),4º trimestre 2017,Homens,323.0
Natal (RN),4º trimestre 2017,Mulheres,391.0
Natal (RN),1º trimestre 2018,Homens,315.0
Natal (RN),1º trimestre 2018,Mulheres,399.0
Natal (RN),2º trimestre 2018,Homens,324.0
Natal (RN),2º trimestre 2018,Mulheres,391.0
Natal (RN),3º trimestre 2018,Homens,325.0
Natal (RN),3º trimestre 2018,Mulheres,398.0
Natal (RN),4º trimestre 2018,Homens,333.0
Natal (RN),4º trimestre 2018,Mulheres,393.0
Natal (RN),1º trimestre 2019,Homens,336.0
Natal (RN),1º trimestre 2019,Mulheres,393.0
Natal (RN),2º trimestre 2019,Homens,349.0
Natal (RN),2º trimestre 2019,Mulheres,387.0
Natal (RN),3º trimestre 2019,Homens,332.0
Natal (RN),3º trimestre 2019,Mulheres,380.0
Natal (RN),4º trimestre 2019,Homens,338.0
Natal (RN),4º trimestre 2019,Mulheres,384.0
Natal (RN),1º trimestre 2020,Homens,335.0
Natal (RN),1º trimestre 2020,Mulheres,389.0
Natal (RN),2º trimestre 2020,Homens,0.0
Natal (RN),2º trimestre 2020,Mulheres,0.0
Natal (RN),3º trimestre 2020,Homens,0.0
Natal (RN),3º trimestre 2020,Mulheres,0.0
Natal (RN),4º trimestre 2020,Homens,0.0
Natal (RN),4º trimestre 2020,Mulheres,0.0
Natal (RN),1º trimestre 2021,Homens,0.0
Natal (RN),1º trimestre 2021,Mulheres,0.0
Natal (RN),2º trimestre 2021,Homens,0.0
Natal (RN),2º trimestre 2021,Mulheres,0.0
Natal (RN),3º trimestre 2021,Homens,0.0
Natal (RN),3º trimestre 2021,Mulheres,0.0
Natal (RN),4º trimestre 2021,Homens,0.0
Natal (RN),4º trimestre 2021,Mulheres,0.0
Natal (RN),1º trimestre 2022,Homens,0.0
Natal (RN),1º trimestre 2022,Mulheres,0.0
Natal (RN),2º trimestre 2022,Homens,351.0
Natal (RN),2º trimestre 2022,Mulheres,403.0
Natal (RN),3º trimestre 2022,Homens,346.0
Natal (RN),3º trimestre 2022,Mulheres,410.0
Natal (RN),4º trimestre 2022,Homens,352.0
Natal (RN),4º trimestre 2022,Mulheres,403.0
Natal (RN),1º trimestre 2023,Homens,356.0
Natal (RN),1º trimestre 2023,Mulheres,405.0
Natal (RN),2º trimestre 2023,Homens,358.0
Natal (RN),2º trimestre 2023,Mulheres,403.0
Natal (RN),3º trimestre 2023,Homens,356.0
Natal (RN),3º trimestre 2023,Mulheres,403.0
Natal (RN),4º trimestre 2023,Homens,357.0
Natal (RN),4º trimestre 2023,Mulheres,399.0
Natal (RN),1º trimestre 2024,Homens,347.0
Natal (RN),1º trimestre 2024,Mulheres,405.0
Natal (RN),2º trimestre 2024,Homens,354.0
Natal (RN),2º trimestre 2024,Mulheres,408.0
Natal (RN),3º trimestre 2024,Homens,354.0
Natal (RN),3º trimestre 2024,Mulheres,412.0
Natal (RN),4º trimestre 2024,Homens,371.0
Natal (RN),4º trimestre 2024,Mulheres,409.0
João Pessoa (PB),1º trimestre 2012,Homens,274.0
João Pessoa (PB),1º trimestre 2012,Mulheres,323.0
João Pessoa (PB),2º trimestre 2012,Homens,272.0
João Pessoa (PB),2º trimestre 2012,Mulheres,319.0
João Pessoa (PB),3º trimestre 2012,Homens,271.0
João Pessoa (PB),3º trimestre 2012,Mulheres,323.0
João Pessoa (PB),4º trimestre 2012,Homens,275.0
João Pessoa (PB),4º trimestre 2012,Mulheres,321.0
João Pessoa (PB),1º trimestre 2013,Homens,273.0
João Pessoa (PB),1º trimestre 2013,Mulheres,325.0
João Pessoa (PB),2º trimestre 2013,Homens,277.0
João Pessoa (PB),2º trimestre 2013,Mulheres,324.0
João Pessoa (PB),3º trimestre 2013,Homens,282.0
João Pessoa (PB),3º trimestre 2013,Mulheres,325.0
João Pessoa (PB),4º trimestre 2013,Homens,283.0
João Pessoa (PB),4º trimestre 2013,Mulheres,328.0
João Pessoa (PB),1º trimestre 2014,Homens,283.0
João Pessoa (PB),1º trimestre 2014,Mulheres,327.0
João Pessoa (PB),2º trimestre 2014,Homens,288.0
João Pessoa (PB),2º trimestre 2014,Mulheres,324.0
João Pessoa (PB),3º trimestre 2014,Homens,282.0
João Pessoa (PB),3º trimestre 2014,Mulheres,324.0
João Pessoa (PB),4º trimestre 2014,Homens,286.0
João Pessoa (PB),4º trimestre 2014,Mulheres,323.0
João Pessoa (PB),1º trimestre 2015,Homens,283.0
João Pessoa (PB),1º trimestre 2015,Mulheres,327.0
João Pessoa (PB),2º trimestre 2015,Homens,292.0
João Pessoa (PB),2º trimestre 2015,Mulheres,331.0
João Pessoa (PB),3º trimestre 2015,Homens,285.0
João Pessoa (PB),3º trimestre 2015,Mulheres,335.0
João Pessoa (PB),4º trimestre 2015,Homens,286.0
João Pessoa (PB),4º trimestre 2015,Mulheres,340.0
João Pessoa (PB),1º trimestre 2016,Homens,286.0
João Pessoa (PB),1º trimestre 2016,Mulheres,343.0
João Pessoa (PB),2º trimestre 2016,Homens,290.0
João Pessoa (PB),2º trimestre 2016,Mulheres,341.0
João Pessoa (PB),3º trimestre 2016,Homens,285.0
João Pessoa (PB),3º trimestre 2016,Mulheres,349.0
João Pessoa (PB),4º trimestre 2016,Homens,283.0
João Pessoa (PB),4º trimestre 2016,Mulheres,348.0
João Pessoa (PB),1º trimestre 2017,Homens,291.0
João Pessoa (PB),1º trimestre 2017,Mulheres,351.0
João Pessoa (PB),2º trimestre 2017,Homens,289.0
João Pessoa (PB),2º trimestre 2017,Mulheres,347.0
João Pessoa (PB),3º trimestre 2017,Homens,287.0
João Pessoa (PB),3º trimestre 2017,Mulheres,349.0
João Pessoa (PB),4º trimestre 2017,Homens,292.0
João Pessoa (PB),4º trimestre 2017,Mulheres,355.0
João Pessoa (PB),1º trimestre 2018,Homens,293.0
João Pessoa (PB),1º trimestre 2018,Mulheres,355.0
João Pessoa (PB),2º trimestre 2018,Homens,298.0
João Pessoa (PB),2º trimestre 2018,Mulheres,355.0
João Pessoa (PB),3º trimestre 2018,Homens,298.0
João Pessoa (PB),3º trimestre 2018,Mulheres,349.0
João Pessoa (PB),4º trimestre 2018,Homens,304.0
João Pessoa (PB),4º trimestre 2018,Mulheres,346.0
João Pessoa (PB),1º trimestre 2019,Homens,299.0
João Pessoa (PB),1º trimestre 2019,Mulheres,346.0
João Pessoa (PB),2º trimestre 2019,Homens,300.0
João Pessoa (PB),2º trimestre 2019,Mulheres,351.0
João Pessoa (PB),3º trimestre 2019,Homens,302.0
João Pessoa (PB),3º trimestre 2019,Mulheres,348.0
João Pessoa (PB),4º trimestre 2019,Homens,298.0
João Pessoa (PB),4º trimestre 2019,Mulheres,355.0
João Pessoa (PB),1º trimestre 2020,Homens,292.0
João Pessoa (PB),1º trimestre 2020,Mulheres,365.0
João Pessoa (PB),2º trimestre 2020,Homens,0.0
João Pessoa (PB),2º trimestre 2020,Mulheres,0.0
João Pessoa (PB),3º trimestre 2020,Homens,0.0
João Pessoa (PB),3º trimestre 2020,Mulheres,0.0
João Pessoa (PB),4º trimestre 2020,Homens,0.0
João Pessoa (PB),4º trimestre 2020,Mulheres,0.0
João Pessoa (PB),1º trimestre 2021,Homens,0.0
João Pessoa (PB),1º trimestre 2021,Mulheres,0.0
João Pessoa (PB),2º trimestre 2021,Homens,0.0
João Pessoa (PB),2º trimestre 2021,Mulheres,0.0
João Pessoa (PB),3º trimestre 2021,Homens,0.0
João Pessoa (PB),3º trimestre 2021,Mulheres,0.0
João Pessoa (PB),4º trimestre 2021,Homens,0.0
João Pessoa (PB),4º trimestre 2021,Mulheres,0.0
João Pessoa (PB),1º trimestre 2022,Homens,0.0
João Pessoa (PB),1º trimestre 2022,Mulheres,0.0
João Pessoa (PB),2º trimestre 2022,Homens,311.0
João Pessoa (PB),2º trimestre 2022,Mulheres,351.0
João Pessoa (PB),3º trimestre 2022,Homens,313.0
João Pessoa (PB),3º trimestre 2022,Mulheres,355.0
João Pessoa (PB),4º trimestre 2022,Homens,318.0
João Pessoa (PB),4º trimestre 2022,Mulheres,352.0
João Pessoa (PB),1º trimestre 2023,Homens,314.0
João Pessoa (PB),1º trimestre 2023,Mulheres,359.0
João Pessoa (PB),2º trimestre 2023,Homens,312.0
João Pessoa (PB),2º trimestre 2023,Mulheres,359.0
João Pessoa (PB),3º trimestre 2023,Homens,309.0
João Pessoa (PB),3º trimestre 2023,Mulheres,362.0
João Pessoa (PB),4º trimestre 2023,Homens,313.0
João Pessoa (PB),4º trimestre 2023,Mulheres,368.0
João Pessoa (PB),1º trimestre 2024,Homens,320.0
João Pessoa (PB),1º trimestre 2024,Mulheres,368.0
João Pessoa (PB),2º trimestre 2024,Homens,331.0
João Pessoa (PB),2º trimestre 2024,Mulheres,368.0
João Pessoa (PB),3º trimestre 2024,Homens,326.0
João Pessoa (PB),3º trimestre 2024,Mulheres,373.0
João Pessoa (PB),4º trimestre 2024,Homens,332.0
João Pessoa (PB),4º trimestre 2024,Mulheres,368.0
Recife (PE),1º trimestre 2012,Homens,586.0
Recife (PE),1º trimestre 2012,Mulheres,694.0
Recife (PE),2º trimestre 2012,Homens,577.0
Recife (PE),2º trimestre 2012,Mulheres,699.0
Recife (PE),3º trimestre 2012,Homens,587.0
Recife (PE),3º trimestre 2012,Mulheres,697.0
Recife (PE),4º trimestre 2012,Homens,576.0
Recife (PE),4º trimestre 2012,Mulheres,705.0
Recife (PE),1º trimestre 2013,Homens,579.0
Recife (PE),1º trimestre 2013,Mulheres,702.0
Recife (PE),2º trimestre 2013,Homens,578.0
Recife (PE),2º trimestre 2013,Mulheres,718.0
Recife (PE),3º trimestre 2013,Homens,581.0
Recife (PE),3º trimestre 2013,Mulheres,706.0
Recife (PE),4º trimestre 2013,Homens,589.0
Recife (PE),4º trimestre 2013,Mulheres,713.0
Recife (PE),1º trimestre 2014,Homens,585.0
Recife (PE),1º trimestre 2014,Mulheres,700.0
Recife (PE),2º trimestre 2014,Homens,582.0
Recife (PE),2º trimestre 2014,Mulheres,700.0
Recife (PE),3º trimestre 2014,Homens,580.0
Recife (PE),3º trimestre 2014,Mulheres,703.0
Recife (PE),4º trimestre 2014,Homens,594.0
Recife (PE),4º trimestre 2014,Mulheres,709.0
Recife (PE),1º trimestre 2015,Homens,604.0
Recife (PE),1º trimestre 2015,Mulheres,707.0
Recife (PE),2º trimestre 2015,Homens,609.0
Recife (PE),2º trimestre 2015,Mulheres,717.0
Recife (PE),3º trimestre 2015,Homens,617.0
Recife (PE),3º trimestre 2015,Mulheres,720.0
Recife (PE),4º trimestre 2015,Homens,620.0
Recife (PE),4º trimestre 2015,Mulheres,719.0
Recife (PE),1º trimestre 2016,Homens,601.0
Recife (PE),1º trimestre 2016,Mulheres,734.0
Recife (PE),2º trimestre 2016,Homens,599.0
Recife (PE),2º trimestre 2016,Mulheres,722.0
Recife (PE),3º trimestre 2016,Homens,607.0
Recife (PE),3º trimestre 2016,Mulheres,725.0
Recife (PE),4º trimestre 2016,Homens,607.0
Recife (PE),4º trimestre 2016,Mulheres,718.0
Recife (PE),1º trimestre 2017,Homens,611.0
Recife (PE),1º trimestre 2017,Mulheres,713.0
Recife (PE),2º trimestre 2017,Homens,624.0
Recife (PE),2º trimestre 2017,Mulheres,725.0
Recife (PE),3º trimestre 2017,Homens,608.0
Recife (PE),3º trimestre 2017,Mulheres,740.0
Recife (PE),4º trimestre 2017,Homens,619.0
Recife (PE),4º trimestre 2017,Mulheres,737.0
Recife (PE),1º trimestre 2018,Homens,612.0
Recife (PE),1º trimestre 2018,Mulheres,727.0
Recife (PE),2º trimestre 2018,Homens,607.0
Recife (PE),2º trimestre 2018,Mulheres,737.0
Recife (PE),3º trimestre 2018,Homens,595.0
Recife (PE),3º trimestre 2018,Mulheres,732.0
Recife (PE),4º trimestre 2018,Homens,588.0
Recife (PE),4º trimestre 2018,Mulheres,736.0
Recife (PE),1º trimestre 2019,Homens,591.0
Recife (PE),1º trimestre 2019,Mulheres,742.0
Recife (PE),2º trimestre 2019,Homens,603.0
Recife (PE),2º trimestre 2019,Mulheres,736.0
Recife (PE),3º trimestre 2019,Homens,618.0
Recife (PE),3º trimestre 2019,Mulheres,727.0
Recife (PE),4º trimestre 2019,Homens,634.0
Recife (PE),4º trimestre 2019,Mulheres,739.0
Recife (PE),1º trimestre 2020,Homens,650.0
Recife (PE),1º trimestre 2020,Mulheres,728.0
Recife (PE),2º trimestre 2020,Homens,0.0
Recife (PE),2º trimestre 2020,Mulheres,0.0
Recife (PE),3º trimestre 2020,Homens,0.0
Recife (PE),3º trimestre 2020,Mulheres,0.0
Recife (PE),4º trimestre 2020,Homens,0.0
Recife (PE),4º trimestre 2020,Mulheres,0.0
Recife (PE),1º trimestre 2021,Homens,0.0
Recife (PE),1º trimestre 2021,Mulheres,0.0
Recife (PE),2º trimestre 2021,Homens,0.0
Recife (PE),2º trimestre 2021,Mulheres,0.0
Recife (PE),3º trimestre 2021,Homens,0.0
Recife (PE),3º trimestre 2021,Mulheres,0.0
Recife (PE),4º trimestre 2021,Homens,0.0
Recife (PE),4º trimestre 2021,Mulheres,0.0
Recife (PE),1º trimestre 2022,Homens,0.0
Recife (PE),1º trimestre 2022,Mulheres,0.0
Recife (PE),2º trimestre 2022,Homens,590.0
Recife (PE),2º trimestre 2022,Mulheres,755.0
Recife (PE),3º trimestre 2022,Homens,607.0
Recife (PE),3º trimestre 2022,Mulheres,765.0
Recife (PE),4º trimestre 2022,Homens,615.0
Recife (PE),4º trimestre 2022,Mulheres,760.0
Recife (PE),1º trimestre 2023,Homens,615.0
Recife (PE),1º trimestre 2023,Mulheres,762.0
Recife (PE),2º trimestre 2023,Homens,638.0
Recife (PE),2º trimestre 2023,Mulheres,760.0
Recife (PE),3º trimestre 2023,Homens,634.0
Recife (PE),3º trimestre 2023,Mulheres,769.0
Recife (PE),4º trimestre 2023,Homens,633.0
Recife (PE),4º trimestre 2023,Mulheres,764.0
Recife (PE),1º trimestre 2024,Homens,625.0
Recife (PE),1º trimestre 2024,Mulheres,758.0
Recife (PE),2º trimestre 2024,Homens,636.0
Recife (PE),2º trimestre 2024,Mulheres,760.0
Recife (PE),3º trimestre 2024,Homens,637.0
Recife (PE),3º trimestre 2024,Mulheres,768.0
Recife (PE),4º trimestre 2024,Homens,625.0
Recife (PE),4º trimestre 2024,Mulheres,767.0
Maceió (AL),1º trimestre 2012,Homens,346.0
Maceió (AL),1º trimestre 2012,Mulheres,410.0
Maceió (AL),2º trimestre 2012,Homens,343.0
Maceió (AL),2º trimestre 2012,Mulheres,413.0
Maceió (AL),3º trimestre 2012,Homens,346.0
Maceió (AL),3º trimestre 2012,Mulheres,422.0
Maceió (AL),4º trimestre 2012,Homens,356.0
Maceió (AL),4º trimestre 2012,Mulheres,413.0
Maceió (AL),1º trimestre 2013,Homens,348.0
Maceió (AL),1º trimestre 2013,Mulheres,418.0
Maceió (AL),2º trimestre 2013,Homens,353.0
Maceió (AL),2º trimestre 2013,Mulheres,413.0
Maceió (AL),3º trimestre 2013,Homens,367.0
Maceió (AL),3º trimestre 2013,Mulheres,407.0
Maceió (AL),4º trimestre 2013,Homens,361.0
Maceió (AL),4º trimestre 2013,Mulheres,410.0
Maceió (AL),1º trimestre 2014,Homens,356.0
Maceió (AL),1º trimestre 2014,Mulheres,412.0
Maceió (AL),2º trimestre 2014,Homens,353.0
Maceió (AL),2º trimestre 2014,Mulheres,413.0
Maceió (AL),3º trimestre 2014,Homens,356.0
Maceió (AL),3º trimestre 2014,Mulheres,415.0
Maceió (AL),4º trimestre 2014,Homens,358.0
Maceió (AL),4º trimestre 2014,Mulheres,417.0
Maceió (AL),1º trimestre 2015,Homens,354.0
Maceió (AL),1º trimestre 2015,Mulheres,417.0
Maceió (AL),2º trimestre 2015,Homens,361.0
Maceió (AL),2º trimestre 2015,Mulheres,415.0
Maceió (AL),3º trimestre 2015,Homens,369.0
Maceió (AL),3º trimestre 2015,Mulheres,420.0
Maceió (AL),4º trimestre 2015,Homens,371.0
Maceió (AL),4º trimestre 2015,Mulheres,420.0
Maceió (AL),1º trimestre 2016,Homens,368.0
Maceió (AL),1º trimestre 2016,Mulheres,428.0
Maceió (AL),2º trimestre 2016,Homens,368.0
Maceió (AL),2º trimestre 2016,Mulheres,427.0
Maceió (AL),3º trimestre 2016,Homens,363.0
Maceió (AL),3º trimestre 2016,Mulheres,435.0
Maceió (AL),4º trimestre 2016,Homens,364.0
Maceió (AL),4º trimestre 2016,Mulheres,440.0
Maceió (AL),1º trimestre 2017,Homens,366.0
Maceió (AL),1º trimestre 2017,Mulheres,443.0
Maceió (AL),2º trimestre 2017,Homens,367.0
Maceió (AL),2º trimestre 2017,Mulheres,441.0
Maceió (AL),3º trimestre 2017,Homens,370.0
Maceió (AL),3º trimestre 2017,Mulheres,445.0
Maceió (AL),4º trimestre 2017,Homens,374.0
Maceió (AL),4º trimestre 2017,Mulheres,443.0
Maceió (AL),1º trimestre 2018,Homens,378.0
Maceió (AL),1º trimestre 2018,Mulheres,438.0
Maceió (AL),2º trimestre 2018,Homens,386.0
Maceió (AL),2º trimestre 2018,Mulheres,439.0
Maceió (AL),3º trimestre 2018,Homens,389.0
Maceió (AL),3º trimestre 2018,Mulheres,431.0
Maceió (AL),4º trimestre 2018,Homens,388.0
Maceió (AL),4º trimestre 2018,Mulheres,439.0
Maceió (AL),1º trimestre 2019,Homens,388.0
Maceió (AL),1º trimestre 2019,Mulheres,441.0
Maceió (AL),2º trimestre 2019,Homens,393.0
Maceió (AL),2º trimestre 2019,Mulheres,445.0
Maceió (AL),3º trimestre 2019,Homens,395.0
Maceió (AL),3º trimestre 2019,Mulheres,448.0
Maceió (AL),4º trimestre 2019,Homens,389.0
Maceió (AL),4º trimestre 2019,Mulheres,446.0
Maceió (AL),1º trimestre 2020,Homens,387.0
Maceió (AL),1º trimestre 2020,Mulheres,433.0
Maceió (AL),2º trimestre 2020,Homens,0.0
Maceió (AL),2º trimestre 2020,Mulheres,0.0
Maceió (AL),3º trimestre 2020,Homens,0.0
Maceió (AL),3º trimestre 2020,Mulheres,0.0
Maceió (AL),4º trimestre 2020,Homens,0.0
Maceió (AL),4º trimestre 2020,Mulheres,0.0
Maceió (AL),1º trimestre 2021,Homens,0.0
Maceió (AL),1º trimestre 2021,Mulheres,0.0
Maceió (AL),2º trimestre 2021,Homens,0.0
Maceió (AL),2º trimestre 2021,Mulheres,0.0
Maceió (AL),3º trimestre 2021,Homens,0.0
Maceió (AL),3º trimestre 2021,Mulheres,0.0
Maceió (AL),4º trimestre 2021,Homens,0.0
Maceió (AL),4º trimestre 2021,Mulheres,0.0
Maceió (AL),1º trimestre 2022,Homens,0.0
Maceió (AL),1º trimestre 2022,Mulheres,0.0
Maceió (AL),2º trimestre 2022,Homens,382.0
Maceió (AL),2º trimestre 2022,Mulheres,453.0
Maceió (AL),3º trimestre 2022,Homens,377.0
Maceió (AL),3º trimestre 2022,Mulheres,452.0
Maceió (AL),4º trimestre 2022,Homens,380.0
Maceió (AL),4º trimestre 2022,Mulheres,450.0
Maceió (AL),1º trimestre 2023,Homens,381.0
Maceió (AL),1º trimestre 2023,Mulheres,450.0
Maceió (AL),2º trimestre 2023,Homens,386.0
Maceió (AL),2º trimestre 2023,Mulheres,455.0
Maceió (AL),3º trimestre 2023,Homens,389.0
Maceió (AL),3º trimestre 2023,Mulheres,453.0
Maceió (AL),4º trimestre 2023,Homens,395.0
Maceió (AL),4º trimestre 2023,Mulheres,448.0
Maceió (AL),1º trimestre 2024,Homens,393.0
Maceió (AL),1º trimestre 2024,Mulheres,447.0
Maceió (AL),2º trimestre 2024,Homens,390.0
Maceió (AL),2º trimestre 2024,Mulheres,464.0
Maceió (AL),3º trimestre 2024,Homens,391.0
Maceió (AL),3º trimestre 2024,Mulheres,460.0
Maceió (AL),4º trimestre 2024,Homens,392.0
Maceió (AL),4º trimestre 2024,Mulheres,458.0
Aracaju (SE),1º trimestre 2012,Homens,216.0
Aracaju (SE),1º trimestre 2012,Mulheres,249.0
Aracaju (SE),2º trimestre 2012,Homens,216.0
Aracaju (SE),2º trimestre 2012,Mulheres,254.0
Aracaju (SE),3º trimestre 2012,Homens,216.0
Aracaju (SE),3º trimestre 2012,Mulheres,251.0
Aracaju (SE),4º trimestre 2012,Homens,221.0
Aracaju (SE),4º trimestre 2012,Mulheres,254.0
Aracaju (SE),1º trimestre 2013,Homens,221.0
Aracaju (SE),1º trimestre 2013,Mulheres,258.0
Aracaju (SE),2º trimestre 2013,Homens,226.0
Aracaju (SE),2º trimestre 2013,Mulheres,264.0
Aracaju (SE),3º trimestre 2013,Homens,228.0
Aracaju (SE),3º trimestre 2013,Mulheres,261.0
Aracaju (SE),4º trimestre 2013,Homens,224.0
Aracaju (SE),4º trimestre 2013,Mulheres,266.0
Aracaju (SE),1º trimestre 2014,Homens,221.0
Aracaju (SE),1º trimestre 2014,Mulheres,267.0
Aracaju (SE),2º trimestre 2014,Homens,226.0
Aracaju (SE),2º trimestre 2014,Mulheres,269.0
Aracaju (SE),3º trimestre 2014,Homens,228.0
Aracaju (SE),3º trimestre 2014,Mulheres,267.0
Aracaju (SE),4º trimestre 2014,Homens,229.0
Aracaju (SE),4º trimestre 2014,Mulheres,268.0
Aracaju (SE),1º trimestre 2015,Homens,233.0
Aracaju (SE),1º trimestre 2015,Mulheres,265.0
Aracaju (SE),2º trimestre 2015,Homens,236.0
Aracaju (SE),2º trimestre 2015,Mulheres,268.0
Aracaju (SE),3º trimestre 2015,Homens,239.0
Aracaju (SE),3º trimestre 2015,Mulheres,268.0
Aracaju (SE),4º trimestre 2015,Homens,243.0
Aracaju (SE),4º trimestre 2015,Mulheres,270.0
Aracaju (SE),1º trimestre 2016,Homens,244.0
Aracaju (SE),1º trimestre 2016,Mulheres,274.0
Aracaju (SE),2º trimestre 2016,Homens,240.0
Aracaju (SE),2º trimestre 2016,Mulheres,280.0
Aracaju (SE),3º trimestre 2016,Homens,239.0
Aracaju (SE),3º trimestre 2016,Mulheres,281.0
Aracaju (SE),4º trimestre 2016,Homens,246.0
Aracaju (SE),4º trimestre 2016,Mulheres,278.0
Aracaju (SE),1º trimestre 2017,Homens,240.0
Aracaju (SE),1º trimestre 2017,Mulheres,279.0
Aracaju (SE),2º trimestre 2017,Homens,245.0
Aracaju (SE),2º trimestre 2017,Mulheres,278.0
Aracaju (SE),3º trimestre 2017,Homens,244.0
Aracaju (SE),3º trimestre 2017,Mulheres,278.0
Aracaju (SE),4º trimestre 2017,Homens,247.0
Aracaju (SE),4º trimestre 2017,Mulheres,279.0
Aracaju (SE),1º trimestre 2018,Homens,238.0
Aracaju (SE),1º trimestre 2018,Mulheres,282.0
Aracaju (SE),2º trimestre 2018,Homens,236.0
Aracaju (SE),2º trimestre 2018,Mulheres,281.0
Aracaju (SE),3º trimestre 2018,Homens,235.0
Aracaju (SE),3º trimestre 2018,Mulheres,284.0
Aracaju (SE),4º trimestre 2018,Homens,237.0
Aracaju (SE),4º trimestre 2018,Mulheres,290.0
Aracaju (SE),1º trimestre 2019,Homens,238.0
Aracaju (SE),1º trimestre 2019,Mulheres,287.0
Aracaju (SE),2º trimestre 2019,Homens,242.0
Aracaju (SE),2º trimestre 2019,Mulheres,290.0
Aracaju (SE),3º trimestre 2019,Homens,244.0
Aracaju (SE),3º trimestre 2019,Mulheres,289.0
Aracaju (SE),4º trimestre 2019,Homens,247.0
