municipio,trimestre,Posição na ocupação,quantidade de posição e categoria
Bahia,1º trimestre 2016,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",935.0
Bahia,1º trimestre 2016,Trabalhador doméstico,406.0
Bahia,1º trimestre 2016,Trabalhador doméstico - com carteira de trabalho assinada,93.0
Bahia,1º trimestre 2016,Trabalhador doméstico - sem carteira de trabalho assinada,313.0
Bahia,1º trimestre 2016,Empregado no setor público,673.0
Bahia,1º trimestre 2016,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",80.0
Bahia,1º trimestre 2016,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",166.0
Bahia,1º trimestre 2016,Empregado no setor público - militar e funcionário público estatutário,426.0
Bahia,1º trimestre 2016,Empregador,193.0
Bahia,1º trimestre 2016,Conta própria,1898.0
Bahia,1º trimestre 2016,Trabalhador familiar auxiliar,210.0
Bahia,2º trimestre 2016,"Empregado no setor privado, exclusive trabalhador doméstico",2509.0
Bahia,2º trimestre 2016,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1565.0
Bahia,2º trimestre 2016,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",944.0
Bahia,2º trimestre 2016,Trabalhador doméstico,425.0
Bahia,2º trimestre 2016,Trabalhador doméstico - com carteira de trabalho assinada,74.0
Bahia,2º trimestre 2016,Trabalhador doméstico - sem carteira de trabalho assinada,351.0
Bahia,2º trimestre 2016,Empregado no setor público,750.0
Bahia,2º trimestre 2016,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",75.0
Bahia,2º trimestre 2016,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",234.0
Bahia,2º trimestre 2016,Empregado no setor público - militar e funcionário público estatutário,441.0
Bahia,2º trimestre 2016,Empregador,178.0
Bahia,2º trimestre 2016,Conta própria,1894.0
Bahia,2º trimestre 2016,Trabalhador familiar auxiliar,210.0
Bahia,3º trimestre 2016,"Empregado no setor privado, exclusive trabalhador doméstico",2526.0
Bahia,3º trimestre 2016,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1539.0
Bahia,3º trimestre 2016,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",986.0
Bahia,3º trimestre 2016,Trabalhador doméstico,416.0
Bahia,3º trimestre 2016,Trabalhador doméstico - com carteira de trabalho assinada,69.0
Bahia,3º trimestre 2016,Trabalhador doméstico - sem carteira de trabalho assinada,348.0
Bahia,3º trimestre 2016,Empregado no setor público,727.0
Bahia,3º trimestre 2016,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",84.0
Bahia,3º trimestre 2016,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",211.0
Bahia,3º trimestre 2016,Empregado no setor público - militar e funcionário público estatutário,432.0
Bahia,3º trimestre 2016,Empregador,196.0
Bahia,3º trimestre 2016,Conta própria,1807.0
Bahia,3º trimestre 2016,Trabalhador familiar auxiliar,193.0
Bahia,4º trimestre 2016,"Empregado no setor privado, exclusive trabalhador doméstico",2569.0
Bahia,4º trimestre 2016,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1576.0
Bahia,4º trimestre 2016,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",993.0
Bahia,4º trimestre 2016,Trabalhador doméstico,417.0
Bahia,4º trimestre 2016,Trabalhador doméstico - com carteira de trabalho assinada,65.0
Bahia,4º trimestre 2016,Trabalhador doméstico - sem carteira de trabalho assinada,352.0
Bahia,4º trimestre 2016,Empregado no setor público,659.0
Bahia,4º trimestre 2016,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",81.0
Bahia,4º trimestre 2016,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",162.0
Bahia,4º trimestre 2016,Empregado no setor público - militar e funcionário público estatutário,416.0
Bahia,4º trimestre 2016,Empregador,200.0
Bahia,4º trimestre 2016,Conta própria,1811.0
Bahia,4º trimestre 2016,Trabalhador familiar auxiliar,203.0
Bahia,1º trimestre 2017,"Empregado no setor privado, exclusive trabalhador doméstico",2451.0
Bahia,1º trimestre 2017,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1555.0
Bahia,1º trimestre 2017,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",896.0
Bahia,1º trimestre 2017,Trabalhador doméstico,384.0
Bahia,1º trimestre 2017,Trabalhador doméstico - com carteira de trabalho assinada,64.0
Bahia,1º trimestre 2017,Trabalhador doméstico - sem carteira de trabalho assinada,320.0
Bahia,1º trimestre 2017,Empregado no setor público,662.0
Bahia,1º trimestre 2017,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",70.0
Bahia,1º trimestre 2017,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",152.0
Bahia,1º trimestre 2017,Empregado no setor público - militar e funcionário público estatutário,440.0
Bahia,1º trimestre 2017,Empregador,230.0
Bahia,1º trimestre 2017,Conta própria,1786.0
Bahia,1º trimestre 2017,Trabalhador familiar auxiliar,190.0
Bahia,2º trimestre 2017,"Empregado no setor privado, exclusive trabalhador doméstico",2483.0
Bahia,2º trimestre 2017,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1520.0
Bahia,2º trimestre 2017,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",963.0
Bahia,2º trimestre 2017,Trabalhador doméstico,389.0
Bahia,2º trimestre 2017,Trabalhador doméstico - com carteira de trabalho assinada,57.0
Bahia,2º trimestre 2017,Trabalhador doméstico - sem carteira de trabalho assinada,333.0
Bahia,2º trimestre 2017,Empregado no setor público,717.0
Bahia,2º trimestre 2017,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",74.0
Bahia,2º trimestre 2017,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",223.0
Bahia,2º trimestre 2017,Empregado no setor público - militar e funcionário público estatutário,420.0
Bahia,2º trimestre 2017,Empregador,207.0
Bahia,2º trimestre 2017,Conta própria,1807.0
Bahia,2º trimestre 2017,Trabalhador familiar auxiliar,185.0
Bahia,3º trimestre 2017,"Empregado no setor privado, exclusive trabalhador doméstico",2540.0
Bahia,3º trimestre 2017,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1536.0
Bahia,3º trimestre 2017,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",1003.0
Bahia,3º trimestre 2017,Trabalhador doméstico,400.0
Bahia,3º trimestre 2017,Trabalhador doméstico - com carteira de trabalho assinada,55.0
Bahia,3º trimestre 2017,Trabalhador doméstico - sem carteira de trabalho assinada,345.0
Bahia,3º trimestre 2017,Empregado no setor público,724.0
Bahia,3º trimestre 2017,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",79.0
Bahia,3º trimestre 2017,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",231.0
Bahia,3º trimestre 2017,Empregado no setor público - militar e funcionário público estatutário,413.0
Bahia,3º trimestre 2017,Empregador,214.0
Bahia,3º trimestre 2017,Conta própria,1699.0
Bahia,3º trimestre 2017,Trabalhador familiar auxiliar,184.0
Bahia,4º trimestre 2017,"Empregado no setor privado, exclusive trabalhador doméstico",2626.0
Bahia,4º trimestre 2017,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1554.0
Bahia,4º trimestre 2017,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",1072.0
Bahia,4º trimestre 2017,Trabalhador doméstico,428.0
Bahia,4º trimestre 2017,Trabalhador doméstico - com carteira de trabalho assinada,70.0
Bahia,4º trimestre 2017,Trabalhador doméstico - sem carteira de trabalho assinada,358.0
Bahia,4º trimestre 2017,Empregado no setor público,730.0
Bahia,4º trimestre 2017,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",67.0
Bahia,4º trimestre 2017,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",233.0
Bahia,4º trimestre 2017,Empregado no setor público - militar e funcionário público estatutário,429.0
Bahia,4º trimestre 2017,Empregador,249.0
Bahia,4º trimestre 2017,Conta própria,1696.0
Bahia,4º trimestre 2017,Trabalhador familiar auxiliar,199.0
Bahia,1º trimestre 2018,"Empregado no setor privado, exclusive trabalhador doméstico",2544.0
Bahia,1º trimestre 2018,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1516.0
Bahia,1º trimestre 2018,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",1029.0
Bahia,1º trimestre 2018,Trabalhador doméstico,388.0
Bahia,1º trimestre 2018,Trabalhador doméstico - com carteira de trabalho assinada,63.0
Bahia,1º trimestre 2018,Trabalhador doméstico - sem carteira de trabalho assinada,325.0
Bahia,1º trimestre 2018,Empregado no setor público,716.0
Bahia,1º trimestre 2018,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",71.0
Bahia,1º trimestre 2018,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",199.0
Bahia,1º trimestre 2018,Empregado no setor público - militar e funcionário público estatutário,446.0
Bahia,1º trimestre 2018,Empregador,242.0
Bahia,1º trimestre 2018,Conta própria,1618.0
Bahia,1º trimestre 2018,Trabalhador familiar auxiliar,185.0
Bahia,2º trimestre 2018,"Empregado no setor privado, exclusive trabalhador doméstico",2498.0
Bahia,2º trimestre 2018,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1511.0
Bahia,2º trimestre 2018,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",986.0
Bahia,2º trimestre 2018,Trabalhador doméstico,387.0
Bahia,2º trimestre 2018,Trabalhador doméstico - com carteira de trabalho assinada,61.0
Bahia,2º trimestre 2018,Trabalhador doméstico - sem carteira de trabalho assinada,325.0
Bahia,2º trimestre 2018,Empregado no setor público,746.0
Bahia,2º trimestre 2018,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",78.0
Bahia,2º trimestre 2018,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",225.0
Bahia,2º trimestre 2018,Empregado no setor público - militar e funcionário público estatutário,443.0
Bahia,2º trimestre 2018,Empregador,200.0
Bahia,2º trimestre 2018,Conta própria,1705.0
Bahia,2º trimestre 2018,Trabalhador familiar auxiliar,163.0
Bahia,3º trimestre 2018,"Empregado no setor privado, exclusive trabalhador doméstico",2632.0
Bahia,3º trimestre 2018,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1510.0
Bahia,3º trimestre 2018,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",1121.0
Bahia,3º trimestre 2018,Trabalhador doméstico,406.0
Bahia,3º trimestre 2018,Trabalhador doméstico - com carteira de trabalho assinada,76.0
Bahia,3º trimestre 2018,Trabalhador doméstico - sem carteira de trabalho assinada,330.0
Bahia,3º trimestre 2018,Empregado no setor público,747.0
Bahia,3º trimestre 2018,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",68.0
Bahia,3º trimestre 2018,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",235.0
Bahia,3º trimestre 2018,Empregado no setor público - militar e funcionário público estatutário,444.0
Bahia,3º trimestre 2018,Empregador,218.0
Bahia,3º trimestre 2018,Conta própria,1696.0
Bahia,3º trimestre 2018,Trabalhador familiar auxiliar,193.0
Bahia,4º trimestre 2018,"Empregado no setor privado, exclusive trabalhador doméstico",2593.0
Bahia,4º trimestre 2018,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1486.0
Bahia,4º trimestre 2018,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",1107.0
Bahia,4º trimestre 2018,Trabalhador doméstico,404.0
Bahia,4º trimestre 2018,Trabalhador doméstico - com carteira de trabalho assinada,69.0
Bahia,4º trimestre 2018,Trabalhador doméstico - sem carteira de trabalho assinada,335.0
Bahia,4º trimestre 2018,Empregado no setor público,699.0
Bahia,4º trimestre 2018,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",54.0
Bahia,4º trimestre 2018,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",217.0
Bahia,4º trimestre 2018,Empregado no setor público - militar e funcionário público estatutário,428.0
Bahia,4º trimestre 2018,Empregador,228.0
Bahia,4º trimestre 2018,Conta própria,1688.0
Bahia,4º trimestre 2018,Trabalhador familiar auxiliar,181.0
Bahia,1º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico",2625.0
Bahia,1º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1517.0
Bahia,1º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",1107.0
Bahia,1º trimestre 2019,Trabalhador doméstico,389.0
Bahia,1º trimestre 2019,Trabalhador doméstico - com carteira de trabalho assinada,72.0
Bahia,1º trimestre 2019,Trabalhador doméstico - sem carteira de trabalho assinada,317.0
Bahia,1º trimestre 2019,Empregado no setor público,724.0
Bahia,1º trimestre 2019,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",74.0
Bahia,1º trimestre 2019,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",205.0
Bahia,1º trimestre 2019,Empregado no setor público - militar e funcionário público estatutário,446.0
Bahia,1º trimestre 2019,Empregador,201.0
Bahia,1º trimestre 2019,Conta própria,1658.0
Bahia,1º trimestre 2019,Trabalhador familiar auxiliar,168.0
Bahia,2º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico",2663.0
Bahia,2º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1531.0
Bahia,2º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",1132.0
Bahia,2º trimestre 2019,Trabalhador doméstico,405.0
Bahia,2º trimestre 2019,Trabalhador doméstico - com carteira de trabalho assinada,68.0
Bahia,2º trimestre 2019,Trabalhador doméstico - sem carteira de trabalho assinada,337.0
Bahia,2º trimestre 2019,Empregado no setor público,730.0
Bahia,2º trimestre 2019,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",63.0
Bahia,2º trimestre 2019,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",219.0
Bahia,2º trimestre 2019,Empregado no setor público - militar e funcionário público estatutário,448.0
Bahia,2º trimestre 2019,Empregador,184.0
Bahia,2º trimestre 2019,Conta própria,1691.0
Bahia,2º trimestre 2019,Trabalhador familiar auxiliar,184.0
Bahia,3º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico",2638.0
Bahia,3º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1517.0
Bahia,3º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",1121.0
Bahia,3º trimestre 2019,Trabalhador doméstico,402.0
Bahia,3º trimestre 2019,Trabalhador doméstico - com carteira de trabalho assinada,77.0
Bahia,3º trimestre 2019,Trabalhador doméstico - sem carteira de trabalho assinada,325.0
Bahia,3º trimestre 2019,Empregado no setor público,771.0
Bahia,3º trimestre 2019,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",65.0
Bahia,3º trimestre 2019,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",275.0
Bahia,3º trimestre 2019,Empregado no setor público - militar e funcionário público estatutário,431.0
Bahia,3º trimestre 2019,Empregador,175.0
Bahia,3º trimestre 2019,Conta própria,1688.0
Bahia,3º trimestre 2019,Trabalhador familiar auxiliar,188.0
Bahia,4º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico",2615.0
Bahia,4º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1512.0
Bahia,4º trimestre 2019,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",1103.0
Bahia,4º trimestre 2019,Trabalhador doméstico,411.0
Bahia,4º trimestre 2019,Trabalhador doméstico - com carteira de trabalho assinada,75.0
Bahia,4º trimestre 2019,Trabalhador doméstico - sem carteira de trabalho assinada,335.0
Bahia,4º trimestre 2019,Empregado no setor público,721.0
Bahia,4º trimestre 2019,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",46.0
Bahia,4º trimestre 2019,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",222.0
Bahia,4º trimestre 2019,Empregado no setor público - militar e funcionário público estatutário,454.0
Bahia,4º trimestre 2019,Empregador,203.0
Bahia,4º trimestre 2019,Conta própria,1735.0
Bahia,4º trimestre 2019,Trabalhador familiar auxiliar,181.0
Bahia,1º trimestre 2020,"Empregado no setor privado, exclusive trabalhador doméstico",2534.0
Bahia,1º trimestre 2020,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1529.0
Bahia,1º trimestre 2020,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",1005.0
Bahia,1º trimestre 2020,Trabalhador doméstico,379.0
Bahia,1º trimestre 2020,Trabalhador doméstico - com carteira de trabalho assinada,70.0
Bahia,1º trimestre 2020,Trabalhador doméstico - sem carteira de trabalho assinada,309.0
Bahia,1º trimestre 2020,Empregado no setor público,767.0
Bahia,1º trimestre 2020,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",45.0
Bahia,1º trimestre 2020,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",241.0
Bahia,1º trimestre 2020,Empregado no setor público - militar e funcionário público estatutário,481.0
Bahia,1º trimestre 2020,Empregador,216.0
Bahia,1º trimestre 2020,Conta própria,1662.0
Bahia,1º trimestre 2020,Trabalhador familiar auxiliar,189.0
Bahia,2º trimestre 2020,"Empregado no setor privado, exclusive trabalhador doméstico",2060.0
Bahia,2º trimestre 2020,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1352.0
Bahia,2º trimestre 2020,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",708.0
Bahia,2º trimestre 2020,Trabalhador doméstico,260.0
Bahia,2º trimestre 2020,Trabalhador doméstico - com carteira de trabalho assinada,57.0
Bahia,2º trimestre 2020,Trabalhador doméstico - sem carteira de trabalho assinada,204.0
Bahia,2º trimestre 2020,Empregado no setor público,814.0
Bahia,2º trimestre 2020,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",50.0
Bahia,2º trimestre 2020,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",269.0
Bahia,2º trimestre 2020,Empregado no setor público - militar e funcionário público estatutário,495.0
Bahia,2º trimestre 2020,Empregador,182.0
Bahia,2º trimestre 2020,Conta própria,1405.0
Bahia,2º trimestre 2020,Trabalhador familiar auxiliar,148.0
Bahia,3º trimestre 2020,"Empregado no setor privado, exclusive trabalhador doméstico",2140.0
Bahia,3º trimestre 2020,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1319.0
Bahia,3º trimestre 2020,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",821.0
Bahia,3º trimestre 2020,Trabalhador doméstico,249.0
Bahia,3º trimestre 2020,Trabalhador doméstico - com carteira de trabalho assinada,62.0
Bahia,3º trimestre 2020,Trabalhador doméstico - sem carteira de trabalho assinada,188.0
Bahia,3º trimestre 2020,Empregado no setor público,750.0
Bahia,3º trimestre 2020,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",61.0
Bahia,3º trimestre 2020,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",230.0
Bahia,3º trimestre 2020,Empregado no setor público - militar e funcionário público estatutário,459.0
Bahia,3º trimestre 2020,Empregador,175.0
Bahia,3º trimestre 2020,Conta própria,1416.0
Bahia,3º trimestre 2020,Trabalhador familiar auxiliar,195.0
Bahia,4º trimestre 2020,"Empregado no setor privado, exclusive trabalhador doméstico",2300.0
Bahia,4º trimestre 2020,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1373.0
Bahia,4º trimestre 2020,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",927.0
Bahia,4º trimestre 2020,Trabalhador doméstico,291.0
Bahia,4º trimestre 2020,Trabalhador doméstico - com carteira de trabalho assinada,60.0
Bahia,4º trimestre 2020,Trabalhador doméstico - sem carteira de trabalho assinada,231.0
Bahia,4º trimestre 2020,Empregado no setor público,738.0
Bahia,4º trimestre 2020,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",60.0
Bahia,4º trimestre 2020,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",228.0
Bahia,4º trimestre 2020,Empregado no setor público - militar e funcionário público estatutário,450.0
Bahia,4º trimestre 2020,Empregador,177.0
Bahia,4º trimestre 2020,Conta própria,1553.0
Bahia,4º trimestre 2020,Trabalhador familiar auxiliar,184.0
Bahia,1º trimestre 2021,"Empregado no setor privado, exclusive trabalhador doméstico",2321.0
Bahia,1º trimestre 2021,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1364.0
Bahia,1º trimestre 2021,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",957.0
Bahia,1º trimestre 2021,Trabalhador doméstico,277.0
Bahia,1º trimestre 2021,Trabalhador doméstico - com carteira de trabalho assinada,59.0
Bahia,1º trimestre 2021,Trabalhador doméstico - sem carteira de trabalho assinada,218.0
Bahia,1º trimestre 2021,Empregado no setor público,678.0
Bahia,1º trimestre 2021,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",69.0
Bahia,1º trimestre 2021,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",172.0
Bahia,1º trimestre 2021,Empregado no setor público - militar e funcionário público estatutário,436.0
Bahia,1º trimestre 2021,Empregador,165.0
Bahia,1º trimestre 2021,Conta própria,1576.0
Bahia,1º trimestre 2021,Trabalhador familiar auxiliar,180.0
Bahia,2º trimestre 2021,"Empregado no setor privado, exclusive trabalhador doméstico",2335.0
Bahia,2º trimestre 2021,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1319.0
Bahia,2º trimestre 2021,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",1016.0
Bahia,2º trimestre 2021,Trabalhador doméstico,295.0
Bahia,2º trimestre 2021,Trabalhador doméstico - com carteira de trabalho assinada,50.0
Bahia,2º trimestre 2021,Trabalhador doméstico - sem carteira de trabalho assinada,246.0
Bahia,2º trimestre 2021,Empregado no setor público,745.0
Bahia,2º trimestre 2021,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",87.0
Bahia,2º trimestre 2021,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",190.0
Bahia,2º trimestre 2021,Empregado no setor público - militar e funcionário público estatutário,468.0
Bahia,2º trimestre 2021,Empregador,182.0
Bahia,2º trimestre 2021,Conta própria,1669.0
Bahia,2º trimestre 2021,Trabalhador familiar auxiliar,217.0
Bahia,3º trimestre 2021,"Empregado no setor privado, exclusive trabalhador doméstico",2413.0
Bahia,3º trimestre 2021,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1325.0
Bahia,3º trimestre 2021,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",1088.0
Bahia,3º trimestre 2021,Trabalhador doméstico,349.0
Bahia,3º trimestre 2021,Trabalhador doméstico - com carteira de trabalho assinada,45.0
Bahia,3º trimestre 2021,Trabalhador doméstico - sem carteira de trabalho assinada,304.0
Bahia,3º trimestre 2021,Empregado no setor público,746.0
Bahia,3º trimestre 2021,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",63.0
Bahia,3º trimestre 2021,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",204.0
Bahia,3º trimestre 2021,Empregado no setor público - militar e funcionário público estatutário,479.0
Bahia,3º trimestre 2021,Empregador,184.0
Bahia,3º trimestre 2021,Conta própria,1874.0
Bahia,3º trimestre 2021,Trabalhador familiar auxiliar,232.0
Bahia,4º trimestre 2021,"Empregado no setor privado, exclusive trabalhador doméstico",2566.0
Bahia,4º trimestre 2021,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1410.0
Bahia,4º trimestre 2021,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",1156.0
Bahia,4º trimestre 2021,Trabalhador doméstico,381.0
Bahia,4º trimestre 2021,Trabalhador doméstico - com carteira de trabalho assinada,55.0
Bahia,4º trimestre 2021,Trabalhador doméstico - sem carteira de trabalho assinada,325.0
Bahia,4º trimestre 2021,Empregado no setor público,748.0
Bahia,4º trimestre 2021,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",78.0
Bahia,4º trimestre 2021,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",220.0
Bahia,4º trimestre 2021,Empregado no setor público - militar e funcionário público estatutário,451.0
Bahia,4º trimestre 2021,Empregador,201.0
Bahia,4º trimestre 2021,Conta própria,1805.0
Bahia,4º trimestre 2021,Trabalhador familiar auxiliar,213.0
Bahia,1º trimestre 2022,"Empregado no setor privado, exclusive trabalhador doméstico",2522.0
Bahia,1º trimestre 2022,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1409.0
Bahia,1º trimestre 2022,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",1113.0
Bahia,1º trimestre 2022,Trabalhador doméstico,348.0
Bahia,1º trimestre 2022,Trabalhador doméstico - com carteira de trabalho assinada,54.0
Bahia,1º trimestre 2022,Trabalhador doméstico - sem carteira de trabalho assinada,294.0
Bahia,1º trimestre 2022,Empregado no setor público,771.0
Bahia,1º trimestre 2022,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",78.0
Bahia,1º trimestre 2022,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",227.0
Bahia,1º trimestre 2022,Empregado no setor público - militar e funcionário público estatutário,466.0
Bahia,1º trimestre 2022,Empregador,191.0
Bahia,1º trimestre 2022,Conta própria,1785.0
Bahia,1º trimestre 2022,Trabalhador familiar auxiliar,247.0
Bahia,2º trimestre 2022,"Empregado no setor privado, exclusive trabalhador doméstico",2744.0
Bahia,2º trimestre 2022,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",1557.0
Bahia,2º trimestre 2022,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",1186.0
Bahia,2º trimestre 2022,Trabalhador doméstico,365.0
Bahia,2º trimestre 2022,Trabalhador doméstico - com carteira de trabalho assinada,66.0
Bahia,2º trimestre 2022,Trabalhador doméstico - sem carteira de trabalho assinada,298.0
Bahia,2º trimestre 2022,Empregado no setor público,806.0
