municipio,posição de ocupação,trimestre,quantidade de posição de ocupação
Aracaju (SE),Trabalhador familiar auxiliar,1º trimestre 2019,1.0
Aracaju (SE),Trabalhador familiar auxiliar,2º trimestre 2019,1.0
Aracaju (SE),Trabalhador familiar auxiliar,3º trimestre 2019,1.0
Aracaju (SE),Trabalhador familiar auxiliar,4º trimestre 2019,1.0
Aracaju (SE),Trabalhador familiar auxiliar,1º trimestre 2020,2.0
Aracaju (SE),Trabalhador familiar auxiliar,2º trimestre 2020,0.0
Aracaju (SE),Trabalhador familiar auxiliar,3º trimestre 2020,0.0
Aracaju (SE),Trabalhador familiar auxiliar,4º trimestre 2020,0.0
Aracaju (SE),Trabalhador familiar auxiliar,1º trimestre 2021,0.0
Aracaju (SE),Trabalhador familiar auxiliar,2º trimestre 2021,0.0
Aracaju (SE),Trabalhador familiar auxiliar,3º trimestre 2021,0.0
Aracaju (SE),Trabalhador familiar auxiliar,4º trimestre 2021,0.0
Aracaju (SE),Trabalhador familiar auxiliar,1º trimestre 2022,0.0
Aracaju (SE),Trabalhador familiar auxiliar,2º trimestre 2022,4.0
Aracaju (SE),Trabalhador familiar auxiliar,3º trimestre 2022,3.0
Aracaju (SE),Trabalhador familiar auxiliar,4º trimestre 2022,1.0
Aracaju (SE),Trabalhador familiar auxiliar,1º trimestre 2023,3.0
Aracaju (SE),Trabalhador familiar auxiliar,2º trimestre 2023,1.0
Aracaju (SE),Trabalhador familiar auxiliar,3º trimestre 2023,1.0
Aracaju (SE),Trabalhador familiar auxiliar,4º trimestre 2023,1.0
Aracaju (SE),Trabalhador familiar auxiliar,1º trimestre 2024,1.0
Aracaju (SE),Trabalhador familiar auxiliar,2º trimestre 2024,0.0
Aracaju (SE),Trabalhador familiar auxiliar,3º trimestre 2024,0.0
Aracaju (SE),Trabalhador familiar auxiliar,4º trimestre 2024,0.0
Salvador (BA),Empregado,1º trimestre 2012,1068.0
Salvador (BA),Empregado,2º trimestre 2012,1052.0
Salvador (BA),Empregado,3º trimestre 2012,1073.0
Salvador (BA),Empregado,4º trimestre 2012,1029.0
Salvador (BA),Empregado,1º trimestre 2013,1006.0
Salvador (BA),Empregado,2º trimestre 2013,1003.0
Salvador (BA),Empregado,3º trimestre 2013,1004.0
Salvador (BA),Empregado,4º trimestre 2013,1043.0
Salvador (BA),Empregado,1º trimestre 2014,1045.0
Salvador (BA),Empregado,2º trimestre 2014,1063.0
Salvador (BA),Empregado,3º trimestre 2014,1040.0
Salvador (BA),Empregado,4º trimestre 2014,1108.0
Salvador (BA),Empregado,1º trimestre 2015,1070.0
Salvador (BA),Empregado,2º trimestre 2015,1055.0
Salvador (BA),Empregado,3º trimestre 2015,1048.0
Salvador (BA),Empregado,4º trimestre 2015,1045.0
Salvador (BA),Empregado,1º trimestre 2016,990.0
Salvador (BA),Empregado,2º trimestre 2016,944.0
Salvador (BA),Empregado,3º trimestre 2016,919.0
Salvador (BA),Empregado,4º trimestre 2016,945.0
Salvador (BA),Empregado,1º trimestre 2017,978.0
Salvador (BA),Empregado,2º trimestre 2017,950.0
Salvador (BA),Empregado,3º trimestre 2017,998.0
Salvador (BA),Empregado,4º trimestre 2017,1011.0
Salvador (BA),Empregado,1º trimestre 2018,975.0
Salvador (BA),Empregado,2º trimestre 2018,932.0
Salvador (BA),Empregado,3º trimestre 2018,958.0
Salvador (BA),Empregado,4º trimestre 2018,967.0
Salvador (BA),Empregado,1º trimestre 2019,968.0
Salvador (BA),Empregado,2º trimestre 2019,952.0
Salvador (BA),Empregado,3º trimestre 2019,965.0
Salvador (BA),Empregado,4º trimestre 2019,958.0
Salvador (BA),Empregado,1º trimestre 2020,912.0
Salvador (BA),Empregado,2º trimestre 2020,0.0
Salvador (BA),Empregado,3º trimestre 2020,0.0
Salvador (BA),Empregado,4º trimestre 2020,0.0
Salvador (BA),Empregado,1º trimestre 2021,0.0
Salvador (BA),Empregado,2º trimestre 2021,0.0
Salvador (BA),Empregado,3º trimestre 2021,0.0
Salvador (BA),Empregado,4º trimestre 2021,0.0
Salvador (BA),Empregado,1º trimestre 2022,0.0
Salvador (BA),Empregado,2º trimestre 2022,943.0
Salvador (BA),Empregado,3º trimestre 2022,928.0
Salvador (BA),Empregado,4º trimestre 2022,975.0
Salvador (BA),Empregado,1º trimestre 2023,954.0
Salvador (BA),Empregado,2º trimestre 2023,945.0
Salvador (BA),Empregado,3º trimestre 2023,967.0
Salvador (BA),Empregado,4º trimestre 2023,989.0
Salvador (BA),Empregado,1º trimestre 2024,943.0
Salvador (BA),Empregado,2º trimestre 2024,938.0
Salvador (BA),Empregado,3º trimestre 2024,984.0
Salvador (BA),Empregado,4º trimestre 2024,1020.0
Salvador (BA),Empregador,1º trimestre 2012,62.0
Salvador (BA),Empregador,2º trimestre 2012,52.0
Salvador (BA),Empregador,3º trimestre 2012,60.0
Salvador (BA),Empregador,4º trimestre 2012,57.0
Salvador (BA),Empregador,1º trimestre 2013,56.0
Salvador (BA),Empregador,2º trimestre 2013,59.0
Salvador (BA),Empregador,3º trimestre 2013,58.0
Salvador (BA),Empregador,4º trimestre 2013,60.0
Salvador (BA),Empregador,1º trimestre 2014,74.0
Salvador (BA),Empregador,2º trimestre 2014,48.0
Salvador (BA),Empregador,3º trimestre 2014,50.0
Salvador (BA),Empregador,4º trimestre 2014,37.0
Salvador (BA),Empregador,1º trimestre 2015,55.0
Salvador (BA),Empregador,2º trimestre 2015,56.0
Salvador (BA),Empregador,3º trimestre 2015,60.0
Salvador (BA),Empregador,4º trimestre 2015,63.0
Salvador (BA),Empregador,1º trimestre 2016,57.0
Salvador (BA),Empregador,2º trimestre 2016,52.0
Salvador (BA),Empregador,3º trimestre 2016,57.0
Salvador (BA),Empregador,4º trimestre 2016,75.0
Salvador (BA),Empregador,1º trimestre 2017,71.0
Salvador (BA),Empregador,2º trimestre 2017,61.0
Salvador (BA),Empregador,3º trimestre 2017,66.0
Salvador (BA),Empregador,4º trimestre 2017,87.0
Salvador (BA),Empregador,1º trimestre 2018,87.0
Salvador (BA),Empregador,2º trimestre 2018,63.0
Salvador (BA),Empregador,3º trimestre 2018,74.0
Salvador (BA),Empregador,4º trimestre 2018,86.0
Salvador (BA),Empregador,1º trimestre 2019,59.0
Salvador (BA),Empregador,2º trimestre 2019,48.0
Salvador (BA),Empregador,3º trimestre 2019,43.0
Salvador (BA),Empregador,4º trimestre 2019,65.0
Salvador (BA),Empregador,1º trimestre 2020,48.0
Salvador (BA),Empregador,2º trimestre 2020,0.0
Salvador (BA),Empregador,3º trimestre 2020,0.0
Salvador (BA),Empregador,4º trimestre 2020,0.0
Salvador (BA),Empregador,1º trimestre 2021,0.0
Salvador (BA),Empregador,2º trimestre 2021,0.0
Salvador (BA),Empregador,3º trimestre 2021,0.0
Salvador (BA),Empregador,4º trimestre 2021,0.0
Salvador (BA),Empregador,1º trimestre 2022,0.0
Salvador (BA),Empregador,2º trimestre 2022,33.0
Salvador (BA),Empregador,3º trimestre 2022,32.0
Salvador (BA),Empregador,4º trimestre 2022,37.0
Salvador (BA),Empregador,1º trimestre 2023,42.0
Salvador (BA),Empregador,2º trimestre 2023,26.0
Salvador (BA),Empregador,3º trimestre 2023,31.0
Salvador (BA),Empregador,4º trimestre 2023,38.0
Salvador (BA),Empregador,1º trimestre 2024,47.0
Salvador (BA),Empregador,2º trimestre 2024,30.0
Salvador (BA),Empregador,3º trimestre 2024,42.0
Salvador (BA),Empregador,4º trimestre 2024,53.0
Salvador (BA),Conta própria,1º trimestre 2012,293.0
Salvador (BA),Conta própria,2º trimestre 2012,312.0
Salvador (BA),Conta própria,3º trimestre 2012,309.0
Salvador (BA),Conta própria,4º trimestre 2012,335.0
Salvador (BA),Conta própria,1º trimestre 2013,278.0
Salvador (BA),Conta própria,2º trimestre 2013,291.0
Salvador (BA),Conta própria,3º trimestre 2013,307.0
Salvador (BA),Conta própria,4º trimestre 2013,314.0
Salvador (BA),Conta própria,1º trimestre 2014,297.0
Salvador (BA),Conta própria,2º trimestre 2014,307.0
Salvador (BA),Conta própria,3º trimestre 2014,306.0
Salvador (BA),Conta própria,4º trimestre 2014,321.0
Salvador (BA),Conta própria,1º trimestre 2015,294.0
Salvador (BA),Conta própria,2º trimestre 2015,293.0
Salvador (BA),Conta própria,3º trimestre 2015,306.0
Salvador (BA),Conta própria,4º trimestre 2015,342.0
Salvador (BA),Conta própria,1º trimestre 2016,315.0
Salvador (BA),Conta própria,2º trimestre 2016,331.0
Salvador (BA),Conta própria,3º trimestre 2016,355.0
Salvador (BA),Conta própria,4º trimestre 2016,326.0
Salvador (BA),Conta própria,1º trimestre 2017,350.0
Salvador (BA),Conta própria,2º trimestre 2017,361.0
Salvador (BA),Conta própria,3º trimestre 2017,351.0
Salvador (BA),Conta própria,4º trimestre 2017,341.0
Salvador (BA),Conta própria,1º trimestre 2018,333.0
Salvador (BA),Conta própria,2º trimestre 2018,392.0
Salvador (BA),Conta própria,3º trimestre 2018,368.0
Salvador (BA),Conta própria,4º trimestre 2018,388.0
Salvador (BA),Conta própria,1º trimestre 2019,371.0
Salvador (BA),Conta própria,2º trimestre 2019,409.0
Salvador (BA),Conta própria,3º trimestre 2019,411.0
Salvador (BA),Conta própria,4º trimestre 2019,393.0
Salvador (BA),Conta própria,1º trimestre 2020,396.0
Salvador (BA),Conta própria,2º trimestre 2020,0.0
Salvador (BA),Conta própria,3º trimestre 2020,0.0
Salvador (BA),Conta própria,4º trimestre 2020,0.0
Salvador (BA),Conta própria,1º trimestre 2021,0.0
Salvador (BA),Conta própria,2º trimestre 2021,0.0
Salvador (BA),Conta própria,3º trimestre 2021,0.0
Salvador (BA),Conta própria,4º trimestre 2021,0.0
Salvador (BA),Conta própria,1º trimestre 2022,0.0
Salvador (BA),Conta própria,2º trimestre 2022,348.0
Salvador (BA),Conta própria,3º trimestre 2022,338.0
Salvador (BA),Conta própria,4º trimestre 2022,367.0
Salvador (BA),Conta própria,1º trimestre 2023,334.0
Salvador (BA),Conta própria,2º trimestre 2023,366.0
Salvador (BA),Conta própria,3º trimestre 2023,364.0
Salvador (BA),Conta própria,4º trimestre 2023,383.0
Salvador (BA),Conta própria,1º trimestre 2024,332.0
Salvador (BA),Conta própria,2º trimestre 2024,325.0
Salvador (BA),Conta própria,3º trimestre 2024,370.0
Salvador (BA),Conta própria,4º trimestre 2024,347.0
Salvador (BA),Trabalhador familiar auxiliar,1º trimestre 2012,6.0
Salvador (BA),Trabalhador familiar auxiliar,2º trimestre 2012,13.0
Salvador (BA),Trabalhador familiar auxiliar,3º trimestre 2012,10.0
Salvador (BA),Trabalhador familiar auxiliar,4º trimestre 2012,8.0
Salvador (BA),Trabalhador familiar auxiliar,1º trimestre 2013,8.0
Salvador (BA),Trabalhador familiar auxiliar,2º trimestre 2013,11.0
Salvador (BA),Trabalhador familiar auxiliar,3º trimestre 2013,9.0
Salvador (BA),Trabalhador familiar auxiliar,4º trimestre 2013,9.0
Salvador (BA),Trabalhador familiar auxiliar,1º trimestre 2014,4.0
Salvador (BA),Trabalhador familiar auxiliar,2º trimestre 2014,16.0
Salvador (BA),Trabalhador familiar auxiliar,3º trimestre 2014,10.0
Salvador (BA),Trabalhador familiar auxiliar,4º trimestre 2014,6.0
Salvador (BA),Trabalhador familiar auxiliar,1º trimestre 2015,9.0
Salvador (BA),Trabalhador familiar auxiliar,2º trimestre 2015,11.0
Salvador (BA),Trabalhador familiar auxiliar,3º trimestre 2015,2.0
Salvador (BA),Trabalhador familiar auxiliar,4º trimestre 2015,6.0
Salvador (BA),Trabalhador familiar auxiliar,1º trimestre 2016,4.0
Salvador (BA),Trabalhador familiar auxiliar,2º trimestre 2016,18.0
Salvador (BA),Trabalhador familiar auxiliar,3º trimestre 2016,15.0
Salvador (BA),Trabalhador familiar auxiliar,4º trimestre 2016,20.0
Salvador (BA),Trabalhador familiar auxiliar,1º trimestre 2017,20.0
Salvador (BA),Trabalhador familiar auxiliar,2º trimestre 2017,24.0
Salvador (BA),Trabalhador familiar auxiliar,3º trimestre 2017,24.0
Salvador (BA),Trabalhador familiar auxiliar,4º trimestre 2017,18.0
Salvador (BA),Trabalhador familiar auxiliar,1º trimestre 2018,16.0
Salvador (BA),Trabalhador familiar auxiliar,2º trimestre 2018,11.0
Salvador (BA),Trabalhador familiar auxiliar,3º trimestre 2018,18.0
Salvador (BA),Trabalhador familiar auxiliar,4º trimestre 2018,17.0
Salvador (BA),Trabalhador familiar auxiliar,1º trimestre 2019,23.0
Salvador (BA),Trabalhador familiar auxiliar,2º trimestre 2019,15.0
Salvador (BA),Trabalhador familiar auxiliar,3º trimestre 2019,22.0
Salvador (BA),Trabalhador familiar auxiliar,4º trimestre 2019,19.0
Salvador (BA),Trabalhador familiar auxiliar,1º trimestre 2020,11.0
Salvador (BA),Trabalhador familiar auxiliar,2º trimestre 2020,0.0
Salvador (BA),Trabalhador familiar auxiliar,3º trimestre 2020,0.0
Salvador (BA),Trabalhador familiar auxiliar,4º trimestre 2020,0.0
Salvador (BA),Trabalhador familiar auxiliar,1º trimestre 2021,0.0
Salvador (BA),Trabalhador familiar auxiliar,2º trimestre 2021,0.0
Salvador (BA),Trabalhador familiar auxiliar,3º trimestre 2021,0.0
Salvador (BA),Trabalhador familiar auxiliar,4º trimestre 2021,0.0
Salvador (BA),Trabalhador familiar auxiliar,1º trimestre 2022,0.0
Salvador (BA),Trabalhador familiar auxiliar,2º trimestre 2022,4.0
Salvador (BA),Trabalhador familiar auxiliar,3º trimestre 2022,5.0
Salvador (BA),Trabalhador familiar auxiliar,4º trimestre 2022,3.0
Salvador (BA),Trabalhador familiar auxiliar,1º trimestre 2023,4.0
Salvador (BA),Trabalhador familiar auxiliar,2º trimestre 2023,10.0
Salvador (BA),Trabalhador familiar auxiliar,3º trimestre 2023,7.0
Salvador (BA),Trabalhador familiar auxiliar,4º trimestre 2023,5.0
Salvador (BA),Trabalhador familiar auxiliar,1º trimestre 2024,6.0
Salvador (BA),Trabalhador familiar auxiliar,2º trimestre 2024,4.0
Salvador (BA),Trabalhador familiar auxiliar,3º trimestre 2024,7.0
Salvador (BA),Trabalhador familiar auxiliar,4º trimestre 2024,1.0
Belo Horizonte (MG),Empregado,1º trimestre 2012,944.0
Belo Horizonte (MG),Empregado,2º trimestre 2012,965.0
Belo Horizonte (MG),Empregado,3º trimestre 2012,999.0
Belo Horizonte (MG),Empregado,4º trimestre 2012,1002.0
Belo Horizonte (MG),Empregado,1º trimestre 2013,980.0
Belo Horizonte (MG),Empregado,2º trimestre 2013,989.0
Belo Horizonte (MG),Empregado,3º trimestre 2013,1005.0
Belo Horizonte (MG),Empregado,4º trimestre 2013,1007.0
Belo Horizonte (MG),Empregado,1º trimestre 2014,1004.0
Belo Horizonte (MG),Empregado,2º trimestre 2014,987.0
Belo Horizonte (MG),Empregado,3º trimestre 2014,954.0
Belo Horizonte (MG),Empregado,4º trimestre 2014,961.0
Belo Horizonte (MG),Empregado,1º trimestre 2015,929.0
Belo Horizonte (MG),Empregado,2º trimestre 2015,940.0
Belo Horizonte (MG),Empregado,3º trimestre 2015,947.0
Belo Horizonte (MG),Empregado,4º trimestre 2015,936.0
Belo Horizonte (MG),Empregado,1º trimestre 2016,896.0
Belo Horizonte (MG),Empregado,2º trimestre 2016,932.0
Belo Horizonte (MG),Empregado,3º trimestre 2016,917.0
Belo Horizonte (MG),Empregado,4º trimestre 2016,906.0
Belo Horizonte (MG),Empregado,1º trimestre 2017,885.0
Belo Horizonte (MG),Empregado,2º trimestre 2017,906.0
Belo Horizonte (MG),Empregado,3º trimestre 2017,905.0
Belo Horizonte (MG),Empregado,4º trimestre 2017,945.0
Belo Horizonte (MG),Empregado,1º trimestre 2018,911.0
Belo Horizonte (MG),Empregado,2º trimestre 2018,910.0
Belo Horizonte (MG),Empregado,3º trimestre 2018,934.0
Belo Horizonte (MG),Empregado,4º trimestre 2018,898.0
Belo Horizonte (MG),Empregado,1º trimestre 2019,865.0
Belo Horizonte (MG),Empregado,2º trimestre 2019,900.0
Belo Horizonte (MG),Empregado,3º trimestre 2019,915.0
Belo Horizonte (MG),Empregado,4º trimestre 2019,932.0
Belo Horizonte (MG),Empregado,1º trimestre 2020,891.0
Belo Horizonte (MG),Empregado,2º trimestre 2020,0.0
Belo Horizonte (MG),Empregado,3º trimestre 2020,0.0
Belo Horizonte (MG),Empregado,4º trimestre 2020,0.0
Belo Horizonte (MG),Empregado,1º trimestre 2021,0.0
Belo Horizonte (MG),Empregado,2º trimestre 2021,0.0
Belo Horizonte (MG),Empregado,3º trimestre 2021,0.0
Belo Horizonte (MG),Empregado,4º trimestre 2021,0.0
Belo Horizonte (MG),Empregado,1º trimestre 2022,0.0
Belo Horizonte (MG),Empregado,2º trimestre 2022,944.0
Belo Horizonte (MG),Empregado,3º trimestre 2022,980.0
Belo Horizonte (MG),Empregado,4º trimestre 2022,980.0
Belo Horizonte (MG),Empregado,1º trimestre 2023,968.0
Belo Horizonte (MG),Empregado,2º trimestre 2023,980.0
Belo Horizonte (MG),Empregado,3º trimestre 2023,972.0
Belo Horizonte (MG),Empregado,4º trimestre 2023,988.0
Belo Horizonte (MG),Empregado,1º trimestre 2024,997.0
Belo Horizonte (MG),Empregado,2º trimestre 2024,1004.0
Belo Horizonte (MG),Empregado,3º trimestre 2024,1013.0
Belo Horizonte (MG),Empregado,4º trimestre 2024,1004.0
Belo Horizonte (MG),Empregador,1º trimestre 2012,66.0
Belo Horizonte (MG),Empregador,2º trimestre 2012,86.0
Belo Horizonte (MG),Empregador,3º trimestre 2012,86.0
Belo Horizonte (MG),Empregador,4º trimestre 2012,81.0
Belo Horizonte (MG),Empregador,1º trimestre 2013,73.0
Belo Horizonte (MG),Empregador,2º trimestre 2013,81.0
Belo Horizonte (MG),Empregador,3º trimestre 2013,74.0
Belo Horizonte (MG),Empregador,4º trimestre 2013,85.0
Belo Horizonte (MG),Empregador,1º trimestre 2014,84.0
Belo Horizonte (MG),Empregador,2º trimestre 2014,88.0
Belo Horizonte (MG),Empregador,3º trimestre 2014,73.0
Belo Horizonte (MG),Empregador,4º trimestre 2014,72.0
Belo Horizonte (MG),Empregador,1º trimestre 2015,68.0
Belo Horizonte (MG),Empregador,2º trimestre 2015,66.0
Belo Horizonte (MG),Empregador,3º trimestre 2015,72.0
Belo Horizonte (MG),Empregador,4º trimestre 2015,61.0
Belo Horizonte (MG),Empregador,1º trimestre 2016,67.0
Belo Horizonte (MG),Empregador,2º trimestre 2016,62.0
Belo Horizonte (MG),Empregador,3º trimestre 2016,71.0
Belo Horizonte (MG),Empregador,4º trimestre 2016,80.0
Belo Horizonte (MG),Empregador,1º trimestre 2017,74.0
Belo Horizonte (MG),Empregador,2º trimestre 2017,71.0
Belo Horizonte (MG),Empregador,3º trimestre 2017,65.0
Belo Horizonte (MG),Empregador,4º trimestre 2017,70.0
Belo Horizonte (MG),Empregador,1º trimestre 2018,74.0
Belo Horizonte (MG),Empregador,2º trimestre 2018,84.0
Belo Horizonte (MG),Empregador,3º trimestre 2018,77.0
Belo Horizonte (MG),Empregador,4º trimestre 2018,82.0
Belo Horizonte (MG),Empregador,1º trimestre 2019,86.0
Belo Horizonte (MG),Empregador,2º trimestre 2019,94.0
Belo Horizonte (MG),Empregador,3º trimestre 2019,81.0
Belo Horizonte (MG),Empregador,4º trimestre 2019,79.0
Belo Horizonte (MG),Empregador,1º trimestre 2020,78.0
Belo Horizonte (MG),Empregador,2º trimestre 2020,0.0
Belo Horizonte (MG),Empregador,3º trimestre 2020,0.0
Belo Horizonte (MG),Empregador,4º trimestre 2020,0.0
Belo Horizonte (MG),Empregador,1º trimestre 2021,0.0
Belo Horizonte (MG),Empregador,2º trimestre 2021,0.0
Belo Horizonte (MG),Empregador,3º trimestre 2021,0.0
Belo Horizonte (MG),Empregador,4º trimestre 2021,0.0
Belo Horizonte (MG),Empregador,1º trimestre 2022,0.0
Belo Horizonte (MG),Empregador,2º trimestre 2022,78.0
Belo Horizonte (MG),Empregador,3º trimestre 2022,79.0
Belo Horizonte (MG),Empregador,4º trimestre 2022,86.0
Belo Horizonte (MG),Empregador,1º trimestre 2023,75.0
Belo Horizonte (MG),Empregador,2º trimestre 2023,64.0
Belo Horizonte (MG),Empregador,3º trimestre 2023,67.0
Belo Horizonte (MG),Empregador,4º trimestre 2023,63.0
Belo Horizonte (MG),Empregador,1º trimestre 2024,59.0
Belo Horizonte (MG),Empregador,2º trimestre 2024,53.0
Belo Horizonte (MG),Empregador,3º trimestre 2024,62.0
Belo Horizonte (MG),Empregador,4º trimestre 2024,63.0
Belo Horizonte (MG),Conta própria,1º trimestre 2012,208.0
Belo Horizonte (MG),Conta própria,2º trimestre 2012,208.0
Belo Horizonte (MG),Conta própria,3º trimestre 2012,204.0
Belo Horizonte (MG),Conta própria,4º trimestre 2012,228.0
Belo Horizonte (MG),Conta própria,1º trimestre 2013,221.0
Belo Horizonte (MG),Conta própria,2º trimestre 2013,237.0
Belo Horizonte (MG),Conta própria,3º trimestre 2013,235.0
Belo Horizonte (MG),Conta própria,4º trimestre 2013,221.0
Belo Horizonte (MG),Conta própria,1º trimestre 2014,218.0
Belo Horizonte (MG),Conta própria,2º trimestre 2014,233.0
Belo Horizonte (MG),Conta própria,3º trimestre 2014,263.0
Belo Horizonte (MG),Conta própria,4º trimestre 2014,262.0
Belo Horizonte (MG),Conta própria,1º trimestre 2015,250.0
Belo Horizonte (MG),Conta própria,2º trimestre 2015,265.0
Belo Horizonte (MG),Conta própria,3º trimestre 2015,256.0
Belo Horizonte (MG),Conta própria,4º trimestre 2015,260.0
Belo Horizonte (MG),Conta própria,1º trimestre 2016,259.0
Belo Horizonte (MG),Conta própria,2º trimestre 2016,256.0
Belo Horizonte (MG),Conta própria,3º trimestre 2016,282.0
Belo Horizonte (MG),Conta própria,4º trimestre 2016,261.0
Belo Horizonte (MG),Conta própria,1º trimestre 2017,250.0
Belo Horizonte (MG),Conta própria,2º trimestre 2017,260.0
Belo Horizonte (MG),Conta própria,3º trimestre 2017,258.0
Belo Horizonte (MG),Conta própria,4º trimestre 2017,272.0
Belo Horizonte (MG),Conta própria,1º trimestre 2018,266.0
Belo Horizonte (MG),Conta própria,2º trimestre 2018,285.0
Belo Horizonte (MG),Conta própria,3º trimestre 2018,270.0
Belo Horizonte (MG),Conta própria,4º trimestre 2018,299.0
Belo Horizonte (MG),Conta própria,1º trimestre 2019,309.0
Belo Horizonte (MG),Conta própria,2º trimestre 2019,295.0
Belo Horizonte (MG),Conta própria,3º trimestre 2019,304.0
Belo Horizonte (MG),Conta própria,4º trimestre 2019,316.0
Belo Horizonte (MG),Conta própria,1º trimestre 2020,294.0
Belo Horizonte (MG),Conta própria,2º trimestre 2020,0.0
Belo Horizonte (MG),Conta própria,3º trimestre 2020,0.0
Belo Horizonte (MG),Conta própria,4º trimestre 2020,0.0
Belo Horizonte (MG),Conta própria,1º trimestre 2021,0.0
Belo Horizonte (MG),Conta própria,2º trimestre 2021,0.0
Belo Horizonte (MG),Conta própria,3º trimestre 2021,0.0
Belo Horizonte (MG),Conta própria,4º trimestre 2021,0.0
Belo Horizonte (MG),Conta própria,1º trimestre 2022,0.0
Belo Horizonte (MG),Conta própria,2º trimestre 2022,326.0
Belo Horizonte (MG),Conta própria,3º trimestre 2022,314.0
Belo Horizonte (MG),Conta própria,4º trimestre 2022,300.0
Belo Horizonte (MG),Conta própria,1º trimestre 2023,308.0
Belo Horizonte (MG),Conta própria,2º trimestre 2023,316.0
Belo Horizonte (MG),Conta própria,3º trimestre 2023,305.0
Belo Horizonte (MG),Conta própria,4º trimestre 2023,311.0
Belo Horizonte (MG),Conta própria,1º trimestre 2024,299.0
Belo Horizonte (MG),Conta própria,2º trimestre 2024,306.0
Belo Horizonte (MG),Conta própria,3º trimestre 2024,283.0
Belo Horizonte (MG),Conta própria,4º trimestre 2024,321.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,1º trimestre 2012,1.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,2º trimestre 2012,3.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,3º trimestre 2012,4.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,4º trimestre 2012,2.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,1º trimestre 2013,4.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,2º trimestre 2013,5.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,3º trimestre 2013,5.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,4º trimestre 2013,4.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,1º trimestre 2014,3.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,2º trimestre 2014,2.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,3º trimestre 2014,3.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,4º trimestre 2014,6.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,1º trimestre 2015,5.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,2º trimestre 2015,4.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,3º trimestre 2015,5.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,4º trimestre 2015,6.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,1º trimestre 2016,3.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,2º trimestre 2016,8.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,3º trimestre 2016,9.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,4º trimestre 2016,4.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,1º trimestre 2017,5.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,2º trimestre 2017,6.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,3º trimestre 2017,5.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,4º trimestre 2017,3.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,1º trimestre 2018,3.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,2º trimestre 2018,13.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,3º trimestre 2018,12.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,4º trimestre 2018,7.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,1º trimestre 2019,6.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,2º trimestre 2019,12.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,3º trimestre 2019,8.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,4º trimestre 2019,7.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,1º trimestre 2020,10.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,2º trimestre 2020,0.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,3º trimestre 2020,0.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,4º trimestre 2020,0.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,1º trimestre 2021,0.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,2º trimestre 2021,0.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,3º trimestre 2021,0.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,4º trimestre 2021,0.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,1º trimestre 2022,0.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,2º trimestre 2022,4.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,3º trimestre 2022,3.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,4º trimestre 2022,2.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,1º trimestre 2023,4.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,2º trimestre 2023,4.0
Belo Horizonte (MG),Trabalhador familiar auxiliar,3º trimestre 2023,2.0
